,query1,query2,size,siamese_distance,time
1,AMD5,AMD10,"(496, 512)",61.30956268310547,0.30201077461242676
22,AMD5,DME3,"(496, 512)",61.43071746826172,0.303999662399292
4,AMD5,AMD13,"(496, 512)",61.432640075683594,0.1810007095336914
8,AMD5,AMD3,"(496, 512)",61.47465896606445,0.2080080509185791
0,AMD5,AMD1,"(496, 512)",61.51602554321289,0.21215152740478516
6,AMD5,AMD15,"(496, 512)",61.52678680419922,0.20499539375305176
7,AMD5,AMD2,"(496, 512)",61.5339241027832,0.2090439796447754
3,AMD5,AMD12,"(496, 512)",61.535911560058594,0.182999849319458
11,AMD5,AMD7,"(496, 512)",61.540809631347656,0.3090074062347412
16,AMD5,DME11,"(496, 512)",61.5434684753418,0.25499963760375977
19,AMD5,DME14,"(496, 512)",61.549949645996094,0.25482773780822754
20,AMD5,DME15,"(496, 512)",61.59485626220703,0.2520017623901367
27,AMD5,DME8,"(496, 512)",61.60824966430664,0.25100207328796387
2,AMD5,AMD11,"(496, 512)",61.61636734008789,0.185560941696167
14,AMD5,DME1,"(496, 512)",61.61963653564453,0.3019692897796631
12,AMD5,AMD8,"(496, 512)",61.63534164428711,0.18000531196594238
15,AMD5,DME10,"(496, 512)",61.64800262451172,0.1829993724822998
17,AMD5,DME12,"(496, 512)",61.657562255859375,0.262007474899292
24,AMD5,DME5,"(496, 512)",61.66259765625,0.3119993209838867
28,AMD5,DME9,"(496, 512)",61.66899108886719,0.2624814510345459
18,AMD5,DME13,"(496, 512)",61.688812255859375,0.2489919662475586
9,AMD5,AMD4,"(496, 512)",61.691627502441406,0.18547296524047852
21,AMD5,DME2,"(496, 512)",61.693397521972656,0.3167531490325928
5,AMD5,AMD14,"(496, 512)",61.702049255371094,0.3020033836364746
25,AMD5,DME6,"(496, 512)",61.709102630615234,0.30499958992004395
10,AMD5,AMD6,"(496, 512)",61.72382354736328,0.18297910690307617
13,AMD5,AMD9,"(496, 512)",61.75149917602539,0.30702829360961914
26,AMD5,DME7,"(496, 512)",61.83497619628906,0.2640116214752197
23,AMD5,DME4,"(496, 512)",61.856868743896484,0.3110008239746094
