,query1,query2,size,siamese_distance
2,NORMAL12,DME3,"(496, 512)",57.75267791748047
0,NORMAL12,DME1,"(496, 512)",58.36023712158203
14,NORMAL12,NORMAL5,"(496, 512)",58.39683532714844
1,NORMAL12,DME2,"(496, 512)",58.828285217285156
7,NORMAL12,NORMAL10,"(496, 512)",59.11399841308594
17,NORMAL12,NORMAL8,"(496, 512)",59.39078140258789
13,NORMAL12,NORMAL4,"(496, 512)",59.399932861328125
9,NORMAL12,NORMAL14,"(496, 512)",59.47856903076172
5,NORMAL12,DME6,"(496, 512)",59.5015754699707
8,NORMAL12,NORMAL13,"(496, 512)",59.51656723022461
10,NORMAL12,NORMAL15,"(496, 512)",59.56498336791992
15,NORMAL12,NORMAL6,"(496, 512)",59.578941345214844
12,NORMAL12,NORMAL3,"(496, 512)",59.72007751464844
16,NORMAL12,NORMAL7,"(496, 512)",59.75123596191406
4,NORMAL12,DME5,"(496, 512)",59.832454681396484
6,NORMAL12,NORMAL1,"(496, 512)",60.02829360961914
18,NORMAL12,NORMAL9,"(496, 512)",60.16596984863281
11,NORMAL12,NORMAL2,"(496, 512)",60.1833610534668
3,NORMAL12,DME4,"(496, 512)",60.401493072509766
