,query1,query2,size,siamese_distance,time
13,NORMAL10,DME8,"(496, 512)",62.20536804199219,0.2500002384185791
20,NORMAL10,NORMAL2,"(496, 512)",62.240745544433594,0.299236536026001
22,NORMAL10,NORMAL4,"(496, 512)",62.2725944519043,0.2968742847442627
3,NORMAL10,DME12,"(496, 512)",62.29944610595703,0.2344038486480713
9,NORMAL10,DME4,"(496, 512)",62.30936050415039,0.3794434070587158
11,NORMAL10,DME6,"(496, 512)",62.309600830078125,0.3125288486480713
23,NORMAL10,NORMAL5,"(496, 512)",62.31301498413086,0.28357934951782227
6,NORMAL10,DME15,"(496, 512)",62.32701873779297,0.23440337181091309
10,NORMAL10,DME5,"(496, 512)",62.3359489440918,0.28354930877685547
16,NORMAL10,NORMAL12,"(496, 512)",62.34148406982422,0.29910731315612793
26,NORMAL10,NORMAL8,"(496, 512)",62.34306716918945,0.2968740463256836
15,NORMAL10,NORMAL1,"(496, 512)",62.348384857177734,0.296877384185791
18,NORMAL10,NORMAL14,"(496, 512)",62.35003662109375,0.2990720272064209
27,NORMAL10,NORMAL9,"(496, 512)",62.357975006103516,0.29915499687194824
17,NORMAL10,NORMAL13,"(496, 512)",62.360198974609375,0.2968752384185791
21,NORMAL10,NORMAL3,"(496, 512)",62.36281204223633,0.30121731758117676
0,NORMAL10,DME1,"(496, 512)",62.36751174926758,0.28584957122802734
25,NORMAL10,NORMAL7,"(496, 512)",62.372222900390625,0.3147909641265869
12,NORMAL10,DME7,"(496, 512)",62.38253402709961,0.2367231845855713
14,NORMAL10,DME9,"(496, 512)",62.39927673339844,0.2545344829559326
19,NORMAL10,NORMAL15,"(496, 512)",62.399776458740234,0.2969019412994385
24,NORMAL10,NORMAL6,"(496, 512)",62.408668518066406,0.2969038486480713
1,NORMAL10,DME10,"(496, 512)",62.44485092163086,0.17191767692565918
4,NORMAL10,DME13,"(496, 512)",62.46569061279297,0.2343747615814209
2,NORMAL10,DME11,"(496, 512)",62.52238082885742,0.23630905151367188
7,NORMAL10,DME2,"(496, 512)",62.5476188659668,0.28355979919433594
5,NORMAL10,DME14,"(496, 512)",62.591392517089844,0.2367696762084961
8,NORMAL10,DME3,"(496, 512)",62.70140838623047,0.2812774181365967
