,query1,query2,size,siamese_distance
20,NORMAL1,NORMAL2,"(496, 512)",62.2995719909668
15,NORMAL1,NORMAL10,"(496, 512)",62.348384857177734
9,NORMAL1,DME4,"(496, 512)",62.36391830444336
21,NORMAL1,NORMAL3,"(496, 512)",62.39182662963867
3,NORMAL1,DME12,"(496, 512)",62.421932220458984
25,NORMAL1,NORMAL7,"(496, 512)",62.422698974609375
16,NORMAL1,NORMAL12,"(496, 512)",62.438106536865234
26,NORMAL1,NORMAL8,"(496, 512)",62.45206069946289
13,NORMAL1,DME8,"(496, 512)",62.46162796020508
12,NORMAL1,DME7,"(496, 512)",62.47095489501953
24,NORMAL1,NORMAL6,"(496, 512)",62.47928237915039
22,NORMAL1,NORMAL4,"(496, 512)",62.479610443115234
17,NORMAL1,NORMAL13,"(496, 512)",62.49846649169922
27,NORMAL1,NORMAL9,"(496, 512)",62.504051208496094
10,NORMAL1,DME5,"(496, 512)",62.50517272949219
11,NORMAL1,DME6,"(496, 512)",62.507568359375
19,NORMAL1,NORMAL15,"(496, 512)",62.524818420410156
6,NORMAL1,DME15,"(496, 512)",62.52880859375
18,NORMAL1,NORMAL14,"(496, 512)",62.53569030761719
14,NORMAL1,DME9,"(496, 512)",62.5450439453125
1,NORMAL1,DME10,"(496, 512)",62.59036636352539
0,NORMAL1,DME1,"(496, 512)",62.59440994262695
2,NORMAL1,DME11,"(496, 512)",62.62109375
23,NORMAL1,NORMAL5,"(496, 512)",62.62517547607422
7,NORMAL1,DME2,"(496, 512)",62.6728630065918
5,NORMAL1,DME14,"(496, 512)",62.6798210144043
4,NORMAL1,DME13,"(496, 512)",62.70127487182617
8,NORMAL1,DME3,"(496, 512)",62.74015426635742
