,query1,query2,size,siamese_distance
12,NORMAL4,NORMAL2,"(496, 512)",64.40204620361328
14,NORMAL4,NORMAL5,"(496, 512)",64.40206146240234
16,NORMAL4,NORMAL7,"(496, 512)",64.40216827392578
8,NORMAL4,NORMAL12,"(496, 512)",64.4022445678711
10,NORMAL4,NORMAL14,"(496, 512)",64.40254974365234
2,NORMAL4,DME3,"(496, 512)",64.40279388427734
6,NORMAL4,NORMAL1,"(496, 512)",64.4029769897461
4,NORMAL4,DME5,"(496, 512)",64.40298461914062
17,NORMAL4,NORMAL8,"(496, 512)",64.40298461914062
7,NORMAL4,NORMAL10,"(496, 512)",64.40304565429688
18,NORMAL4,NORMAL9,"(496, 512)",64.4030532836914
0,NORMAL4,DME1,"(496, 512)",64.40308380126953
1,NORMAL4,DME2,"(496, 512)",64.40318298339844
15,NORMAL4,NORMAL6,"(496, 512)",64.40319061279297
5,NORMAL4,DME6,"(496, 512)",64.40328979492188
9,NORMAL4,NORMAL13,"(496, 512)",64.4034194946289
11,NORMAL4,NORMAL15,"(496, 512)",64.40357971191406
3,NORMAL4,DME4,"(496, 512)",64.4036636352539
13,NORMAL4,NORMAL3,"(496, 512)",64.40367889404297
