,query1,query2,size,siamese_distance,time
0,DME15,AMD1,"(496, 512)",62.201263427734375,0.20968961715698242
16,DME15,DME10,"(496, 512)",62.244590759277344,0.1718752384185791
28,DME15,DME9,"(496, 512)",62.27519989013672,0.2343752384185791
8,DME15,AMD3,"(496, 512)",62.28644943237305,0.19003987312316895
26,DME15,DME7,"(496, 512)",62.30461120605469,0.23435330390930176
17,DME15,DME11,"(496, 512)",62.32200241088867,0.2544898986816406
1,DME15,AMD10,"(496, 512)",62.3321647644043,0.2771737575531006
18,DME15,DME12,"(496, 512)",62.332645416259766,0.24700331687927246
4,DME15,AMD13,"(496, 512)",62.332881927490234,0.17184782028198242
11,DME15,AMD6,"(496, 512)",62.33329772949219,0.17394256591796875
20,DME15,DME14,"(496, 512)",62.350868225097656,0.2545304298400879
24,DME15,DME5,"(496, 512)",62.360748291015625,0.2969028949737549
15,DME15,DME1,"(496, 512)",62.37234115600586,0.2990145683288574
7,DME15,AMD2,"(496, 512)",62.37494659423828,0.2031252384185791
2,DME15,AMD11,"(496, 512)",62.38064193725586,0.17188119888305664
3,DME15,AMD12,"(496, 512)",62.38322830200195,0.1920022964477539
25,DME15,DME6,"(496, 512)",62.38758087158203,0.2992699146270752
5,DME15,AMD14,"(496, 512)",62.40328598022461,0.2833120822906494
19,DME15,DME13,"(496, 512)",62.40542984008789,0.23440241813659668
14,DME15,AMD9,"(496, 512)",62.406368255615234,0.28123903274536133
22,DME15,DME3,"(496, 512)",62.42135238647461,0.2990903854370117
10,DME15,AMD5,"(496, 512)",62.42229461669922,0.17187738418579102
27,DME15,DME8,"(496, 512)",62.423805236816406,0.2546670436859131
13,DME15,AMD8,"(496, 512)",62.47230911254883,0.17658758163452148
9,DME15,AMD4,"(496, 512)",62.48540115356445,0.1875290870666504
12,DME15,AMD7,"(496, 512)",62.501834869384766,0.296832799911499
21,DME15,DME2,"(496, 512)",62.51401138305664,0.2969024181365967
23,DME15,DME4,"(496, 512)",62.539852142333984,0.28324079513549805
6,DME15,AMD15,"(496, 512)",62.60420227050781,0.2031252384185791
