,query1,query2,size,siamese_distance
18,NORMAL14,NORMAL9,"(496, 512)",61.47467041015625
9,NORMAL14,NORMAL13,"(496, 512)",61.611976623535156
4,NORMAL14,DME5,"(496, 512)",61.619544982910156
13,NORMAL14,NORMAL4,"(496, 512)",61.67439651489258
5,NORMAL14,DME6,"(496, 512)",61.68165588378906
1,NORMAL14,DME2,"(496, 512)",61.684165954589844
7,NORMAL14,NORMAL10,"(496, 512)",61.6866569519043
15,NORMAL14,NORMAL6,"(496, 512)",61.708919525146484
14,NORMAL14,NORMAL5,"(496, 512)",61.71015548706055
17,NORMAL14,NORMAL8,"(496, 512)",61.7210578918457
0,NORMAL14,DME1,"(496, 512)",61.7424201965332
12,NORMAL14,NORMAL3,"(496, 512)",61.76542663574219
16,NORMAL14,NORMAL7,"(496, 512)",61.795902252197266
6,NORMAL14,NORMAL1,"(496, 512)",61.866729736328125
10,NORMAL14,NORMAL15,"(496, 512)",61.912166595458984
8,NORMAL14,NORMAL12,"(496, 512)",61.921775817871094
3,NORMAL14,DME4,"(496, 512)",61.950706481933594
11,NORMAL14,NORMAL2,"(496, 512)",62.001834869384766
2,NORMAL14,DME3,"(496, 512)",62.42160415649414
