,query1,query2,size,siamese_distance
11,NORMAL12,NORMAL2,"(496, 512)",61.58391189575195
6,NORMAL12,NORMAL1,"(496, 512)",61.64572525024414
3,NORMAL12,DME4,"(496, 512)",61.65399932861328
7,NORMAL12,NORMAL10,"(496, 512)",61.68910598754883
12,NORMAL12,NORMAL3,"(496, 512)",61.69496536254883
5,NORMAL12,DME6,"(496, 512)",61.69628143310547
16,NORMAL12,NORMAL7,"(496, 512)",61.69810485839844
17,NORMAL12,NORMAL8,"(496, 512)",61.71174240112305
10,NORMAL12,NORMAL15,"(496, 512)",61.71489334106445
4,NORMAL12,DME5,"(496, 512)",61.751487731933594
13,NORMAL12,NORMAL4,"(496, 512)",61.77592849731445
15,NORMAL12,NORMAL6,"(496, 512)",61.79001998901367
8,NORMAL12,NORMAL13,"(496, 512)",61.83327102661133
18,NORMAL12,NORMAL9,"(496, 512)",61.8648796081543
9,NORMAL12,NORMAL14,"(496, 512)",61.921775817871094
14,NORMAL12,NORMAL5,"(496, 512)",61.941375732421875
0,NORMAL12,DME1,"(496, 512)",62.000450134277344
1,NORMAL12,DME2,"(496, 512)",62.175025939941406
2,NORMAL12,DME3,"(496, 512)",62.643680572509766
