,query1,query2,size,siamese_distance
15,NORMAL13,NORMAL6,"(496, 512)",62.3173713684082
9,NORMAL13,NORMAL14,"(496, 512)",62.31737518310547
16,NORMAL13,NORMAL7,"(496, 512)",62.31737518310547
14,NORMAL13,NORMAL5,"(496, 512)",62.31737518310547
17,NORMAL13,NORMAL8,"(496, 512)",62.31737518310547
6,NORMAL13,NORMAL1,"(496, 512)",62.31737518310547
18,NORMAL13,NORMAL9,"(496, 512)",62.31737518310547
3,NORMAL13,DME4,"(496, 512)",62.31737518310547
2,NORMAL13,DME3,"(496, 512)",62.31737518310547
1,NORMAL13,DME2,"(496, 512)",62.31737518310547
7,NORMAL13,NORMAL10,"(496, 512)",62.3173828125
8,NORMAL13,NORMAL12,"(496, 512)",62.3173828125
4,NORMAL13,DME5,"(496, 512)",62.3173828125
10,NORMAL13,NORMAL15,"(496, 512)",62.3173828125
11,NORMAL13,NORMAL2,"(496, 512)",62.3173828125
12,NORMAL13,NORMAL3,"(496, 512)",62.3173828125
0,NORMAL13,DME1,"(496, 512)",62.3173828125
5,NORMAL13,DME6,"(496, 512)",62.317386627197266
13,NORMAL13,NORMAL4,"(496, 512)",62.31739044189453
