,query1,query2,size,siamese_distance
16,NORMAL12,NORMAL7,"(496, 512)",62.3173713684082
9,NORMAL12,NORMAL14,"(496, 512)",62.31737518310547
15,NORMAL12,NORMAL6,"(496, 512)",62.31737518310547
10,NORMAL12,NORMAL15,"(496, 512)",62.31737518310547
17,NORMAL12,NORMAL8,"(496, 512)",62.31737518310547
18,NORMAL12,NORMAL9,"(496, 512)",62.31737518310547
11,NORMAL12,NORMAL2,"(496, 512)",62.3173828125
12,NORMAL12,NORMAL3,"(496, 512)",62.3173828125
13,NORMAL12,NORMAL4,"(496, 512)",62.3173828125
14,NORMAL12,NORMAL5,"(496, 512)",62.31739044189453
4,NORMAL12,DME5,"(496, 512)",62.320980072021484
5,NORMAL12,DME6,"(496, 512)",62.32115173339844
8,NORMAL12,NORMAL13,"(496, 512)",62.321285247802734
2,NORMAL12,DME3,"(496, 512)",62.32133483886719
7,NORMAL12,NORMAL10,"(496, 512)",62.32181930541992
1,NORMAL12,DME2,"(496, 512)",62.322872161865234
0,NORMAL12,DME1,"(496, 512)",62.32536697387695
6,NORMAL12,NORMAL1,"(496, 512)",62.330204010009766
3,NORMAL12,DME4,"(496, 512)",62.33078384399414
