,query1,query2,size,siamese_distance,time
16,NORMAL5,NORMAL10,"(496, 512)",62.31301498413086,0.3169846534729004
2,NORMAL5,DME11,"(496, 512)",62.33360290527344,0.2440035343170166
10,NORMAL5,DME5,"(496, 512)",62.35248947143555,0.2989017963409424
13,NORMAL5,DME8,"(496, 512)",62.36111068725586,0.2500433921813965
14,NORMAL5,DME9,"(496, 512)",62.36174392700195,0.23647212982177734
6,NORMAL5,DME15,"(496, 512)",62.37171936035156,0.25002169609069824
18,NORMAL5,NORMAL13,"(496, 512)",62.38786315917969,0.2993021011352539
11,NORMAL5,DME6,"(496, 512)",62.39055633544922,0.28121376037597656
19,NORMAL5,NORMAL14,"(496, 512)",62.39866638183594,0.2968728542327881
27,NORMAL5,NORMAL9,"(496, 512)",62.41239547729492,0.2991313934326172
4,NORMAL5,DME13,"(496, 512)",62.4138298034668,0.2343454360961914
3,NORMAL5,DME12,"(496, 512)",62.423614501953125,0.24277138710021973
23,NORMAL5,NORMAL4,"(496, 512)",62.4246826171875,0.28583264350891113
1,NORMAL5,DME10,"(496, 512)",62.42709732055664,0.17185401916503906
7,NORMAL5,DME2,"(496, 512)",62.44889831542969,0.2990078926086426
24,NORMAL5,NORMAL6,"(496, 512)",62.45199966430664,0.29686641693115234
26,NORMAL5,NORMAL8,"(496, 512)",62.4538688659668,0.2968454360961914
12,NORMAL5,DME7,"(496, 512)",62.464473724365234,0.25249505043029785
0,NORMAL5,DME1,"(496, 512)",62.477081298828125,0.28591179847717285
5,NORMAL5,DME14,"(496, 512)",62.51374435424805,0.2520558834075928
25,NORMAL5,NORMAL7,"(496, 512)",62.54161834716797,0.29923534393310547
22,NORMAL5,NORMAL3,"(496, 512)",62.584144592285156,0.2991209030151367
20,NORMAL5,NORMAL15,"(496, 512)",62.59542465209961,0.2835965156555176
17,NORMAL5,NORMAL12,"(496, 512)",62.60759735107422,0.29687023162841797
15,NORMAL5,NORMAL1,"(496, 512)",62.62517547607422,0.296877384185791
9,NORMAL5,DME4,"(496, 512)",62.66640853881836,0.29323530197143555
21,NORMAL5,NORMAL2,"(496, 512)",62.671512603759766,0.29683566093444824
8,NORMAL5,DME3,"(496, 512)",62.6898307800293,0.3052966594696045
