,query1,query2,size,siamese_distance
0,NORMAL5,DME1,"(496, 512)",62.44526672363281
2,NORMAL5,DME3,"(496, 512)",62.4453125
5,NORMAL5,DME6,"(496, 512)",62.44581985473633
13,NORMAL5,NORMAL3,"(496, 512)",62.445865631103516
18,NORMAL5,NORMAL9,"(496, 512)",62.446189880371094
11,NORMAL5,NORMAL15,"(496, 512)",62.44625473022461
9,NORMAL5,NORMAL13,"(496, 512)",62.446720123291016
3,NORMAL5,DME4,"(496, 512)",62.44675827026367
16,NORMAL5,NORMAL7,"(496, 512)",62.44688034057617
10,NORMAL5,NORMAL14,"(496, 512)",62.44698715209961
8,NORMAL5,NORMAL12,"(496, 512)",62.447147369384766
14,NORMAL5,NORMAL4,"(496, 512)",62.44739532470703
15,NORMAL5,NORMAL6,"(496, 512)",62.44744110107422
7,NORMAL5,NORMAL10,"(496, 512)",62.447662353515625
1,NORMAL5,DME2,"(496, 512)",62.447872161865234
17,NORMAL5,NORMAL8,"(496, 512)",62.44834899902344
12,NORMAL5,NORMAL2,"(496, 512)",62.44943618774414
6,NORMAL5,NORMAL1,"(496, 512)",62.44987869262695
4,NORMAL5,DME5,"(496, 512)",62.450714111328125
