,query1,query2,size,siamese_distance
2,NORMAL1,DME3,"(496, 512)",62.44679641723633
15,NORMAL1,NORMAL6,"(496, 512)",62.447669982910156
8,NORMAL1,NORMAL13,"(496, 512)",62.44768524169922
3,NORMAL1,DME4,"(496, 512)",62.448089599609375
0,NORMAL1,DME1,"(496, 512)",62.44813919067383
9,NORMAL1,NORMAL14,"(496, 512)",62.44871139526367
13,NORMAL1,NORMAL4,"(496, 512)",62.44896697998047
6,NORMAL1,NORMAL10,"(496, 512)",62.44902038574219
11,NORMAL1,NORMAL2,"(496, 512)",62.44906997680664
5,NORMAL1,DME6,"(496, 512)",62.44917678833008
12,NORMAL1,NORMAL3,"(496, 512)",62.44933319091797
10,NORMAL1,NORMAL15,"(496, 512)",62.44944381713867
4,NORMAL1,DME5,"(496, 512)",62.44959259033203
18,NORMAL1,NORMAL9,"(496, 512)",62.4498291015625
14,NORMAL1,NORMAL5,"(496, 512)",62.44987869262695
7,NORMAL1,NORMAL12,"(496, 512)",62.450130462646484
17,NORMAL1,NORMAL8,"(496, 512)",62.45038604736328
1,NORMAL1,DME2,"(496, 512)",62.4506721496582
16,NORMAL1,NORMAL7,"(496, 512)",62.450679779052734
