,query1,query2,size,siamese_distance
15,NORMAL2,NORMAL1,"(496, 512)",62.30160140991211
9,NORMAL2,DME4,"(496, 512)",62.41167449951172
21,NORMAL2,NORMAL3,"(496, 512)",62.42744827270508
17,NORMAL2,NORMAL12,"(496, 512)",62.48592758178711
25,NORMAL2,NORMAL7,"(496, 512)",62.51762008666992
16,NORMAL2,NORMAL10,"(496, 512)",62.64043426513672
24,NORMAL2,NORMAL6,"(496, 512)",62.686092376708984
20,NORMAL2,NORMAL15,"(496, 512)",62.729923248291016
12,NORMAL2,DME7,"(496, 512)",62.77168655395508
10,NORMAL2,DME5,"(496, 512)",62.78450012207031
18,NORMAL2,NORMAL13,"(496, 512)",62.820762634277344
27,NORMAL2,NORMAL9,"(496, 512)",62.86515426635742
26,NORMAL2,NORMAL8,"(496, 512)",62.87023162841797
22,NORMAL2,NORMAL4,"(496, 512)",62.88040542602539
3,NORMAL2,DME12,"(496, 512)",62.88283157348633
19,NORMAL2,NORMAL14,"(496, 512)",62.9077262878418
6,NORMAL2,DME15,"(496, 512)",62.933353424072266
11,NORMAL2,DME6,"(496, 512)",62.9547119140625
0,NORMAL2,DME1,"(496, 512)",63.169219970703125
23,NORMAL2,NORMAL5,"(496, 512)",63.184967041015625
13,NORMAL2,DME8,"(496, 512)",63.197208404541016
4,NORMAL2,DME13,"(496, 512)",63.4034538269043
14,NORMAL2,DME9,"(496, 512)",63.52178955078125
5,NORMAL2,DME14,"(496, 512)",63.74736022949219
1,NORMAL2,DME10,"(496, 512)",63.792362213134766
7,NORMAL2,DME2,"(496, 512)",63.79560470581055
2,NORMAL2,DME11,"(496, 512)",63.93309783935547
8,NORMAL2,DME3,"(496, 512)",63.993927001953125
