,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,7.798538684844971
1,AMD10,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,7.94222092628479
2,AMD11,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.794024229049683
3,AMD12,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,7.732999563217163
4,AMD13,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,7.873550891876221
5,AMD14,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.2857142857142857,7.855238914489746
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,7.784962892532349
7,AMD2,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.5714285714285714,7.828084468841553
8,AMD3,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,7.741634845733643
9,AMD4,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,7.7550575733184814
10,AMD5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.42857142857142855,7.833050966262817
11,AMD6,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.14285714285714285,7.805952548980713
12,AMD7,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.8375043869018555
13,AMD8,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.14285714285714285,8.064311981201172
14,AMD9,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,7.9281394481658936
15,DME1,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.892031669616699
16,DME10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,7.8799896240234375
17,DME11,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.5714285714285714,7.785005807876587
18,DME12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,7.66507625579834
19,DME13,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.7142857142857143,7.668998718261719
20,DME14,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,7.791086673736572
21,DME15,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.663364887237549
22,DME2,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.65008020401001
23,DME3,"3, 5, 7",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,7.765557289123535
24,DME4,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.42857142857142855,7.635115623474121
25,DME5,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,7.640263795852661
26,DME6,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.5714285714285714,7.737506151199341
27,DME7,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,7.682676315307617
28,DME8,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,7.649149179458618
29,DME9,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,1.0,7.844971656799316
30,Average MAP and MRR,"3, 5, 7",0.7555555555555554,0.5777777777777776,0.7722222222222221,0.5533333333333333,0.7769841269841269,0.5476190476190474,233.52614617347717
