,query1,query2,size,siamese_distance,time
3,DME5,DME12,"(496, 512)",62.269474029541016,0.2512977123260498
27,DME5,NORMAL9,"(496, 512)",62.27389907836914,0.29893994331359863
22,DME5,NORMAL4,"(496, 512)",62.30372619628906,0.31973791122436523
26,DME5,NORMAL8,"(496, 512)",62.30479049682617,0.3188934326171875
17,DME5,NORMAL13,"(496, 512)",62.32670211791992,0.32811999320983887
6,DME5,DME15,"(496, 512)",62.33363342285156,0.2828683853149414
15,DME5,NORMAL10,"(496, 512)",62.34043502807617,0.3083810806274414
24,DME5,NORMAL6,"(496, 512)",62.353424072265625,0.3043997287750244
10,DME5,DME6,"(496, 512)",62.40975570678711,0.3098180294036865
11,DME5,DME7,"(496, 512)",62.462345123291016,0.2625243663787842
25,DME5,NORMAL7,"(496, 512)",62.47286605834961,0.32084035873413086
21,DME5,NORMAL3,"(496, 512)",62.480098724365234,0.3175492286682129
18,DME5,NORMAL14,"(496, 512)",62.493804931640625,0.30252718925476074
14,DME5,NORMAL1,"(496, 512)",62.59408950805664,0.29736852645874023
19,DME5,NORMAL15,"(496, 512)",62.62995529174805,0.32837963104248047
12,DME5,DME8,"(496, 512)",62.63510513305664,0.2562384605407715
23,DME5,NORMAL5,"(496, 512)",62.64498519897461,0.29303455352783203
0,DME5,DME1,"(496, 512)",62.650333404541016,0.2983384132385254
16,DME5,NORMAL12,"(496, 512)",62.688079833984375,0.3045964241027832
20,DME5,NORMAL2,"(496, 512)",62.78450012207031,0.2989768981933594
9,DME5,DME4,"(496, 512)",62.7890625,0.3201601505279541
4,DME5,DME13,"(496, 512)",62.84237289428711,0.25440549850463867
13,DME5,DME9,"(496, 512)",62.98734664916992,0.2522923946380615
7,DME5,DME2,"(496, 512)",63.096248626708984,0.3022117614746094
1,DME5,DME10,"(496, 512)",63.28846740722656,0.1762239933013916
5,DME5,DME14,"(496, 512)",63.3367805480957,0.24191808700561523
2,DME5,DME11,"(496, 512)",63.355350494384766,0.25455570220947266
8,DME5,DME3,"(496, 512)",63.773780822753906,0.31389498710632324
