,query1,query2,size,siamese_distance
13,NORMAL7,NORMAL3,"(496, 512)",61.52881622314453
4,NORMAL7,DME5,"(496, 512)",61.54168701171875
16,NORMAL7,NORMAL6,"(496, 512)",61.57579803466797
6,NORMAL7,NORMAL1,"(496, 512)",61.57794189453125
17,NORMAL7,NORMAL8,"(496, 512)",61.62250900268555
7,NORMAL7,NORMAL10,"(496, 512)",61.62487030029297
18,NORMAL7,NORMAL9,"(496, 512)",61.660400390625
12,NORMAL7,NORMAL2,"(496, 512)",61.683406829833984
14,NORMAL7,NORMAL4,"(496, 512)",61.69274139404297
11,NORMAL7,NORMAL15,"(496, 512)",61.69804382324219
8,NORMAL7,NORMAL12,"(496, 512)",61.69810485839844
3,NORMAL7,DME4,"(496, 512)",61.70283508300781
0,NORMAL7,DME1,"(496, 512)",61.7490119934082
5,NORMAL7,DME6,"(496, 512)",61.75050354003906
15,NORMAL7,NORMAL5,"(496, 512)",61.763362884521484
10,NORMAL7,NORMAL14,"(496, 512)",61.795902252197266
9,NORMAL7,NORMAL13,"(496, 512)",61.79838943481445
1,NORMAL7,DME2,"(496, 512)",61.9700813293457
2,NORMAL7,DME3,"(496, 512)",62.41165542602539
