,query1,query2,size,siamese_distance
0,DME2,DME1,"(496, 512)",61.57512283325195
14,DME2,NORMAL5,"(496, 512)",61.62590789794922
9,DME2,NORMAL14,"(496, 512)",61.684165954589844
18,DME2,NORMAL9,"(496, 512)",61.734046936035156
13,DME2,NORMAL4,"(496, 512)",61.803287506103516
8,DME2,NORMAL13,"(496, 512)",61.83992004394531
3,DME2,DME5,"(496, 512)",61.91798782348633
17,DME2,NORMAL8,"(496, 512)",61.9243049621582
4,DME2,DME6,"(496, 512)",61.95152282714844
6,DME2,NORMAL10,"(496, 512)",61.95913314819336
2,DME2,DME4,"(496, 512)",61.96305847167969
16,DME2,NORMAL7,"(496, 512)",61.9700813293457
15,DME2,NORMAL6,"(496, 512)",61.9789924621582
10,DME2,NORMAL15,"(496, 512)",62.026187896728516
12,DME2,NORMAL3,"(496, 512)",62.03297424316406
1,DME2,DME3,"(496, 512)",62.07761001586914
5,DME2,NORMAL1,"(496, 512)",62.112060546875
7,DME2,NORMAL12,"(496, 512)",62.175025939941406
11,DME2,NORMAL2,"(496, 512)",62.17674255371094
