,query1,query2,size,siamese_distance
5,NORMAL4,DME6,"(496, 512)",61.61369323730469
15,NORMAL4,NORMAL6,"(496, 512)",61.62067794799805
11,NORMAL4,NORMAL15,"(496, 512)",61.62662887573242
14,NORMAL4,NORMAL5,"(496, 512)",61.62911605834961
3,NORMAL4,DME4,"(496, 512)",61.632965087890625
9,NORMAL4,NORMAL13,"(496, 512)",61.65292739868164
13,NORMAL4,NORMAL3,"(496, 512)",61.66188049316406
17,NORMAL4,NORMAL8,"(496, 512)",61.669944763183594
10,NORMAL4,NORMAL14,"(496, 512)",61.67439651489258
4,NORMAL4,DME5,"(496, 512)",61.687259674072266
16,NORMAL4,NORMAL7,"(496, 512)",61.69274139404297
18,NORMAL4,NORMAL9,"(496, 512)",61.72501754760742
6,NORMAL4,NORMAL1,"(496, 512)",61.73112869262695
8,NORMAL4,NORMAL12,"(496, 512)",61.77592849731445
0,NORMAL4,DME1,"(496, 512)",61.7963752746582
1,NORMAL4,DME2,"(496, 512)",61.803287506103516
7,NORMAL4,NORMAL10,"(496, 512)",61.80530548095703
12,NORMAL4,NORMAL2,"(496, 512)",61.830684661865234
2,NORMAL4,DME3,"(496, 512)",62.5283317565918
