,query1,query2,size,siamese_distance
11,NORMAL1,NORMAL2,"(496, 512)",61.5225944519043
12,NORMAL1,NORMAL3,"(496, 512)",61.57650375366211
16,NORMAL1,NORMAL7,"(496, 512)",61.57794189453125
3,NORMAL1,DME4,"(496, 512)",61.580711364746094
7,NORMAL1,NORMAL12,"(496, 512)",61.64572525024414
6,NORMAL1,NORMAL10,"(496, 512)",61.65839767456055
17,NORMAL1,NORMAL8,"(496, 512)",61.662261962890625
4,NORMAL1,DME5,"(496, 512)",61.687660217285156
10,NORMAL1,NORMAL15,"(496, 512)",61.700843811035156
15,NORMAL1,NORMAL6,"(496, 512)",61.7027587890625
5,NORMAL1,DME6,"(496, 512)",61.71525573730469
18,NORMAL1,NORMAL9,"(496, 512)",61.73027038574219
13,NORMAL1,NORMAL4,"(496, 512)",61.73112869262695
14,NORMAL1,NORMAL5,"(496, 512)",61.81733322143555
8,NORMAL1,NORMAL13,"(496, 512)",61.83624267578125
9,NORMAL1,NORMAL14,"(496, 512)",61.866729736328125
0,NORMAL1,DME1,"(496, 512)",61.86704635620117
1,NORMAL1,DME2,"(496, 512)",62.112060546875
2,NORMAL1,DME3,"(496, 512)",62.48722839355469
