,query1,query2,size,siamese_distance
1,DME3,DME2,"(496, 512)",62.07761001586914
0,DME3,DME1,"(496, 512)",62.29319381713867
2,DME3,DME4,"(496, 512)",62.37245178222656
14,DME3,NORMAL5,"(496, 512)",62.38907241821289
16,DME3,NORMAL7,"(496, 512)",62.41165542602539
15,DME3,NORMAL6,"(496, 512)",62.420654296875
9,DME3,NORMAL14,"(496, 512)",62.42160415649414
12,DME3,NORMAL3,"(496, 512)",62.466495513916016
17,DME3,NORMAL8,"(496, 512)",62.479854583740234
5,DME3,NORMAL1,"(496, 512)",62.48722839355469
6,DME3,NORMAL10,"(496, 512)",62.489681243896484
3,DME3,DME5,"(496, 512)",62.51247024536133
18,DME3,NORMAL9,"(496, 512)",62.526123046875
13,DME3,NORMAL4,"(496, 512)",62.5283317565918
10,DME3,NORMAL15,"(496, 512)",62.54338836669922
11,DME3,NORMAL2,"(496, 512)",62.550384521484375
8,DME3,NORMAL13,"(496, 512)",62.57664108276367
4,DME3,DME6,"(496, 512)",62.57958984375
7,DME3,NORMAL12,"(496, 512)",62.643680572509766
