,query1,query2,size,siamese_distance
17,NORMAL15,NORMAL12,"(496, 512)",62.52695083618164
15,NORMAL15,NORMAL1,"(496, 512)",62.54305648803711
3,NORMAL15,DME12,"(496, 512)",62.550655364990234
26,NORMAL15,NORMAL8,"(496, 512)",62.56437301635742
24,NORMAL15,NORMAL6,"(496, 512)",62.57553482055664
21,NORMAL15,NORMAL3,"(496, 512)",62.583553314208984
12,NORMAL15,DME7,"(496, 512)",62.594032287597656
9,NORMAL15,DME4,"(496, 512)",62.59758377075195
11,NORMAL15,DME6,"(496, 512)",62.63374710083008
16,NORMAL15,NORMAL10,"(496, 512)",62.645633697509766
4,NORMAL15,DME13,"(496, 512)",62.673797607421875
25,NORMAL15,NORMAL7,"(496, 512)",62.674163818359375
22,NORMAL15,NORMAL4,"(496, 512)",62.68924331665039
10,NORMAL15,DME5,"(496, 512)",62.69157791137695
20,NORMAL15,NORMAL2,"(496, 512)",62.69409942626953
6,NORMAL15,DME15,"(496, 512)",62.7143669128418
19,NORMAL15,NORMAL14,"(496, 512)",62.734291076660156
13,NORMAL15,DME8,"(496, 512)",62.73494338989258
14,NORMAL15,DME9,"(496, 512)",62.75787353515625
0,NORMAL15,DME1,"(496, 512)",62.774593353271484
23,NORMAL15,NORMAL5,"(496, 512)",62.77742385864258
27,NORMAL15,NORMAL9,"(496, 512)",62.799015045166016
18,NORMAL15,NORMAL13,"(496, 512)",62.80493927001953
7,NORMAL15,DME2,"(496, 512)",62.85182571411133
8,NORMAL15,DME3,"(496, 512)",62.898414611816406
5,NORMAL15,DME14,"(496, 512)",62.94477844238281
1,NORMAL15,DME10,"(496, 512)",62.98298263549805
2,NORMAL15,DME11,"(496, 512)",63.01626205444336
