,query1,query2,size,siamese_distance
21,NORMAL1,NORMAL3,"(496, 512)",62.390846252441406
24,NORMAL1,NORMAL6,"(496, 512)",62.50303649902344
20,NORMAL1,NORMAL2,"(496, 512)",62.526206970214844
25,NORMAL1,NORMAL7,"(496, 512)",62.535831451416016
19,NORMAL1,NORMAL15,"(496, 512)",62.54305648803711
18,NORMAL1,NORMAL14,"(496, 512)",62.54451370239258
15,NORMAL1,NORMAL10,"(496, 512)",62.56456756591797
16,NORMAL1,NORMAL12,"(496, 512)",62.577423095703125
12,NORMAL1,DME7,"(496, 512)",62.58121109008789
9,NORMAL1,DME4,"(496, 512)",62.58526611328125
27,NORMAL1,NORMAL9,"(496, 512)",62.58800506591797
17,NORMAL1,NORMAL13,"(496, 512)",62.61455535888672
13,NORMAL1,DME8,"(496, 512)",62.64810562133789
26,NORMAL1,NORMAL8,"(496, 512)",62.65271759033203
4,NORMAL1,DME13,"(496, 512)",62.654273986816406
10,NORMAL1,DME5,"(496, 512)",62.65436553955078
11,NORMAL1,DME6,"(496, 512)",62.66287612915039
3,NORMAL1,DME12,"(496, 512)",62.67066192626953
22,NORMAL1,NORMAL4,"(496, 512)",62.67621612548828
14,NORMAL1,DME9,"(496, 512)",62.697113037109375
6,NORMAL1,DME15,"(496, 512)",62.70083236694336
23,NORMAL1,NORMAL5,"(496, 512)",62.73050308227539
0,NORMAL1,DME1,"(496, 512)",62.74220657348633
7,NORMAL1,DME2,"(496, 512)",62.78230285644531
8,NORMAL1,DME3,"(496, 512)",62.79520797729492
5,NORMAL1,DME14,"(496, 512)",62.87086486816406
1,NORMAL1,DME10,"(496, 512)",62.9190788269043
2,NORMAL1,DME11,"(496, 512)",62.93243408203125
