,query1,query2,size,siamese_distance
3,DME7,DME12,"(496, 512)",62.46752166748047
6,DME7,DME15,"(496, 512)",62.495689392089844
10,DME7,DME5,"(496, 512)",62.51567840576172
11,DME7,DME6,"(496, 512)",62.5638542175293
22,DME7,NORMAL4,"(496, 512)",62.57579040527344
26,DME7,NORMAL8,"(496, 512)",62.57704544067383
21,DME7,NORMAL3,"(496, 512)",62.57734298706055
14,DME7,NORMAL1,"(496, 512)",62.58121109008789
25,DME7,NORMAL7,"(496, 512)",62.58443069458008
19,DME7,NORMAL15,"(496, 512)",62.594032287597656
4,DME7,DME13,"(496, 512)",62.59468078613281
9,DME7,DME4,"(496, 512)",62.604496002197266
18,DME7,NORMAL14,"(496, 512)",62.61307907104492
15,DME7,NORMAL10,"(496, 512)",62.6175651550293
20,DME7,NORMAL2,"(496, 512)",62.619422912597656
17,DME7,NORMAL13,"(496, 512)",62.621910095214844
24,DME7,NORMAL6,"(496, 512)",62.62571334838867
27,DME7,NORMAL9,"(496, 512)",62.62785720825195
16,DME7,NORMAL12,"(496, 512)",62.63933181762695
0,DME7,DME1,"(496, 512)",62.65265655517578
12,DME7,DME8,"(496, 512)",62.66057205200195
13,DME7,DME9,"(496, 512)",62.67230224609375
23,DME7,NORMAL5,"(496, 512)",62.725955963134766
7,DME7,DME2,"(496, 512)",62.741519927978516
8,DME7,DME3,"(496, 512)",62.75727462768555
5,DME7,DME14,"(496, 512)",62.850223541259766
2,DME7,DME11,"(496, 512)",62.8764533996582
1,DME7,DME10,"(496, 512)",62.88099670410156
