,query1,query2,size,siamese_distance
13,DME10,DME9,"(496, 512)",62.50620651245117
1,DME10,DME11,"(496, 512)",62.562923431396484
6,DME10,DME2,"(496, 512)",62.64469909667969
4,DME10,DME14,"(496, 512)",62.67444610595703
3,DME10,DME13,"(496, 512)",62.754493713378906
7,DME10,DME3,"(496, 512)",62.75843811035156
12,DME10,DME8,"(496, 512)",62.76430892944336
0,DME10,DME1,"(496, 512)",62.79206848144531
2,DME10,DME12,"(496, 512)",62.806915283203125
23,DME10,NORMAL5,"(496, 512)",62.815704345703125
18,DME10,NORMAL14,"(496, 512)",62.826560974121094
9,DME10,DME5,"(496, 512)",62.836605072021484
5,DME10,DME15,"(496, 512)",62.85343933105469
25,DME10,NORMAL7,"(496, 512)",62.86698913574219
11,DME10,DME7,"(496, 512)",62.88099670410156
10,DME10,DME6,"(496, 512)",62.914302825927734
17,DME10,NORMAL13,"(496, 512)",62.91663360595703
27,DME10,NORMAL9,"(496, 512)",62.91755294799805
14,DME10,NORMAL1,"(496, 512)",62.9190788269043
16,DME10,NORMAL12,"(496, 512)",62.92500305175781
8,DME10,DME4,"(496, 512)",62.92558670043945
15,DME10,NORMAL10,"(496, 512)",62.92613983154297
21,DME10,NORMAL3,"(496, 512)",62.92735290527344
19,DME10,NORMAL15,"(496, 512)",62.98298263549805
20,DME10,NORMAL2,"(496, 512)",62.987613677978516
24,DME10,NORMAL6,"(496, 512)",62.98897171020508
26,DME10,NORMAL8,"(496, 512)",62.98936080932617
22,DME10,NORMAL4,"(496, 512)",63.00788879394531
