,query1,query2,size,siamese_distance
13,NORMAL5,DME8,"(496, 512)",62.48192596435547
19,NORMAL5,NORMAL14,"(496, 512)",62.526851654052734
0,NORMAL5,DME1,"(496, 512)",62.54167938232422
4,NORMAL5,DME13,"(496, 512)",62.57966613769531
25,NORMAL5,NORMAL7,"(496, 512)",62.652374267578125
14,NORMAL5,DME9,"(496, 512)",62.67756271362305
23,NORMAL5,NORMAL4,"(496, 512)",62.680206298828125
3,NORMAL5,DME12,"(496, 512)",62.68191909790039
18,NORMAL5,NORMAL13,"(496, 512)",62.683311462402344
27,NORMAL5,NORMAL9,"(496, 512)",62.701534271240234
22,NORMAL5,NORMAL3,"(496, 512)",62.71400833129883
12,NORMAL5,DME7,"(496, 512)",62.725955963134766
15,NORMAL5,NORMAL1,"(496, 512)",62.73050308227539
10,NORMAL5,DME5,"(496, 512)",62.740840911865234
7,NORMAL5,DME2,"(496, 512)",62.74216079711914
6,NORMAL5,DME15,"(496, 512)",62.743961334228516
9,NORMAL5,DME4,"(496, 512)",62.76897048950195
11,NORMAL5,DME6,"(496, 512)",62.76914978027344
20,NORMAL5,NORMAL15,"(496, 512)",62.77742385864258
24,NORMAL5,NORMAL6,"(496, 512)",62.777835845947266
26,NORMAL5,NORMAL8,"(496, 512)",62.78236770629883
16,NORMAL5,NORMAL10,"(496, 512)",62.7923469543457
1,NORMAL5,DME10,"(496, 512)",62.815704345703125
17,NORMAL5,NORMAL12,"(496, 512)",62.821041107177734
8,NORMAL5,DME3,"(496, 512)",62.839412689208984
21,NORMAL5,NORMAL2,"(496, 512)",62.852176666259766
2,NORMAL5,DME11,"(496, 512)",62.864662170410156
5,NORMAL5,DME14,"(496, 512)",62.87346267700195
