,query1,query2,size,siamese_distance
19,NORMAL7,NORMAL14,"(496, 512)",62.53077697753906
22,NORMAL7,NORMAL3,"(496, 512)",62.534873962402344
15,NORMAL7,NORMAL1,"(496, 512)",62.535831451416016
12,NORMAL7,DME7,"(496, 512)",62.58443069458008
9,NORMAL7,DME4,"(496, 512)",62.59015655517578
21,NORMAL7,NORMAL2,"(496, 512)",62.59217071533203
4,NORMAL7,DME13,"(496, 512)",62.595481872558594
25,NORMAL7,NORMAL6,"(496, 512)",62.60243225097656
16,NORMAL7,NORMAL10,"(496, 512)",62.61822509765625
18,NORMAL7,NORMAL13,"(496, 512)",62.620391845703125
14,NORMAL7,DME9,"(496, 512)",62.63974380493164
10,NORMAL7,DME5,"(496, 512)",62.64857864379883
27,NORMAL7,NORMAL9,"(496, 512)",62.64865493774414
0,NORMAL7,DME1,"(496, 512)",62.649497985839844
24,NORMAL7,NORMAL5,"(496, 512)",62.652374267578125
13,NORMAL7,DME8,"(496, 512)",62.66004943847656
23,NORMAL7,NORMAL4,"(496, 512)",62.668853759765625
20,NORMAL7,NORMAL15,"(496, 512)",62.674163818359375
3,NORMAL7,DME12,"(496, 512)",62.69764709472656
26,NORMAL7,NORMAL8,"(496, 512)",62.70965576171875
11,NORMAL7,DME6,"(496, 512)",62.712772369384766
6,NORMAL7,DME15,"(496, 512)",62.721988677978516
17,NORMAL7,NORMAL12,"(496, 512)",62.72252655029297
8,NORMAL7,DME3,"(496, 512)",62.77924728393555
5,NORMAL7,DME14,"(496, 512)",62.80824279785156
7,NORMAL7,DME2,"(496, 512)",62.8159294128418
1,NORMAL7,DME10,"(496, 512)",62.86698913574219
2,NORMAL7,DME11,"(496, 512)",62.89336013793945
