,query1,query2,size,siamese_distance
22,DME6,NORMAL4,"(496, 512)",62.4978141784668
26,DME6,NORMAL8,"(496, 512)",62.53985595703125
3,DME6,DME12,"(496, 512)",62.54753112792969
6,DME6,DME15,"(496, 512)",62.548683166503906
11,DME6,DME7,"(496, 512)",62.5638542175293
15,DME6,NORMAL10,"(496, 512)",62.569149017333984
10,DME6,DME5,"(496, 512)",62.57369613647461
17,DME6,NORMAL13,"(496, 512)",62.62015914916992
4,DME6,DME13,"(496, 512)",62.63326644897461
19,DME6,NORMAL15,"(496, 512)",62.63374710083008
16,DME6,NORMAL12,"(496, 512)",62.636348724365234
27,DME6,NORMAL9,"(496, 512)",62.63795471191406
21,DME6,NORMAL3,"(496, 512)",62.64483642578125
12,DME6,DME8,"(496, 512)",62.66078186035156
18,DME6,NORMAL14,"(496, 512)",62.66185760498047
14,DME6,NORMAL1,"(496, 512)",62.66287612915039
9,DME6,DME4,"(496, 512)",62.66682052612305
24,DME6,NORMAL6,"(496, 512)",62.681148529052734
25,DME6,NORMAL7,"(496, 512)",62.712772369384766
13,DME6,DME9,"(496, 512)",62.718387603759766
0,DME6,DME1,"(496, 512)",62.73069763183594
20,DME6,NORMAL2,"(496, 512)",62.7347297668457
23,DME6,NORMAL5,"(496, 512)",62.76914978027344
7,DME6,DME2,"(496, 512)",62.77186584472656
8,DME6,DME3,"(496, 512)",62.82894515991211
2,DME6,DME11,"(496, 512)",62.85304260253906
1,DME6,DME10,"(496, 512)",62.914302825927734
5,DME6,DME14,"(496, 512)",62.930538177490234
