,query1,query2,size,siamese_distance
19,NORMAL12,NORMAL15,"(496, 512)",62.52695083618164
16,NORMAL12,NORMAL10,"(496, 512)",62.57719039916992
15,NORMAL12,NORMAL1,"(496, 512)",62.577423095703125
9,NORMAL12,DME4,"(496, 512)",62.577693939208984
3,NORMAL12,DME12,"(496, 512)",62.61430740356445
26,NORMAL12,NORMAL8,"(496, 512)",62.6237907409668
21,NORMAL12,NORMAL3,"(496, 512)",62.624786376953125
10,NORMAL12,DME5,"(496, 512)",62.63423538208008
11,NORMAL12,DME6,"(496, 512)",62.636348724365234
12,NORMAL12,DME7,"(496, 512)",62.63933181762695
24,NORMAL12,NORMAL6,"(496, 512)",62.64659881591797
20,NORMAL12,NORMAL2,"(496, 512)",62.64731216430664
22,NORMAL12,NORMAL4,"(496, 512)",62.65390396118164
27,NORMAL12,NORMAL9,"(496, 512)",62.65711212158203
17,NORMAL12,NORMAL13,"(496, 512)",62.674781799316406
18,NORMAL12,NORMAL14,"(496, 512)",62.67570495605469
6,NORMAL12,DME15,"(496, 512)",62.69855499267578
14,NORMAL12,DME9,"(496, 512)",62.70024490356445
13,NORMAL12,DME8,"(496, 512)",62.70582962036133
25,NORMAL12,NORMAL7,"(496, 512)",62.72252655029297
4,NORMAL12,DME13,"(496, 512)",62.72323989868164
0,NORMAL12,DME1,"(496, 512)",62.77174377441406
23,NORMAL12,NORMAL5,"(496, 512)",62.821041107177734
7,NORMAL12,DME2,"(496, 512)",62.83812713623047
5,NORMAL12,DME14,"(496, 512)",62.8519287109375
8,NORMAL12,DME3,"(496, 512)",62.87554168701172
1,NORMAL12,DME10,"(496, 512)",62.92500305175781
2,NORMAL12,DME11,"(496, 512)",62.95636749267578
