,query1,query2,size,siamese_distance
23,NORMAL13,NORMAL5,"(496, 512)",62.182106018066406
25,NORMAL13,NORMAL7,"(496, 512)",62.25407791137695
1,NORMAL13,DME10,"(496, 512)",62.27985382080078
2,NORMAL13,DME11,"(496, 512)",62.28581237792969
13,NORMAL13,DME8,"(496, 512)",62.29023361206055
14,NORMAL13,DME9,"(496, 512)",62.31163787841797
18,NORMAL13,NORMAL14,"(496, 512)",62.3403205871582
24,NORMAL13,NORMAL6,"(496, 512)",62.35378646850586
0,NORMAL13,DME1,"(496, 512)",62.357486724853516
21,NORMAL13,NORMAL3,"(496, 512)",62.35957717895508
19,NORMAL13,NORMAL15,"(496, 512)",62.367034912109375
20,NORMAL13,NORMAL2,"(496, 512)",62.370243072509766
10,NORMAL13,DME5,"(496, 512)",62.37629318237305
16,NORMAL13,NORMAL10,"(496, 512)",62.37966537475586
3,NORMAL13,DME12,"(496, 512)",62.38506317138672
26,NORMAL13,NORMAL8,"(496, 512)",62.40225601196289
15,NORMAL13,NORMAL1,"(496, 512)",62.42097091674805
27,NORMAL13,NORMAL9,"(496, 512)",62.425010681152344
6,NORMAL13,DME15,"(496, 512)",62.4417839050293
4,NORMAL13,DME13,"(496, 512)",62.44328689575195
17,NORMAL13,NORMAL12,"(496, 512)",62.44624710083008
12,NORMAL13,DME7,"(496, 512)",62.455509185791016
5,NORMAL13,DME14,"(496, 512)",62.463340759277344
9,NORMAL13,DME4,"(496, 512)",62.47007751464844
22,NORMAL13,NORMAL4,"(496, 512)",62.4979133605957
11,NORMAL13,DME6,"(496, 512)",62.514801025390625
7,NORMAL13,DME2,"(496, 512)",62.522850036621094
8,NORMAL13,DME3,"(496, 512)",62.55167770385742
