,query1,query2,size,siamese_distance
18,NORMAL7,NORMAL13,"(496, 512)",62.25407791137695
24,NORMAL7,NORMAL5,"(496, 512)",62.27627944946289
2,NORMAL7,DME11,"(496, 512)",62.28610610961914
1,NORMAL7,DME10,"(496, 512)",62.28619384765625
16,NORMAL7,NORMAL10,"(496, 512)",62.2938232421875
14,NORMAL7,DME9,"(496, 512)",62.310096740722656
19,NORMAL7,NORMAL14,"(496, 512)",62.31591033935547
13,NORMAL7,DME8,"(496, 512)",62.33365249633789
21,NORMAL7,NORMAL2,"(496, 512)",62.357879638671875
5,NORMAL7,DME14,"(496, 512)",62.3582649230957
3,NORMAL7,DME12,"(496, 512)",62.385074615478516
6,NORMAL7,DME15,"(496, 512)",62.38969802856445
10,NORMAL7,DME5,"(496, 512)",62.39202117919922
8,NORMAL7,DME3,"(496, 512)",62.39299392700195
9,NORMAL7,DME4,"(496, 512)",62.393062591552734
25,NORMAL7,NORMAL6,"(496, 512)",62.40080642700195
17,NORMAL7,NORMAL12,"(496, 512)",62.41761779785156
12,NORMAL7,DME7,"(496, 512)",62.42253875732422
0,NORMAL7,DME1,"(496, 512)",62.43698501586914
11,NORMAL7,DME6,"(496, 512)",62.44147872924805
27,NORMAL7,NORMAL9,"(496, 512)",62.44251251220703
23,NORMAL7,NORMAL4,"(496, 512)",62.457881927490234
26,NORMAL7,NORMAL8,"(496, 512)",62.465187072753906
20,NORMAL7,NORMAL15,"(496, 512)",62.4788818359375
15,NORMAL7,NORMAL1,"(496, 512)",62.490509033203125
4,NORMAL7,DME13,"(496, 512)",62.50045394897461
22,NORMAL7,NORMAL3,"(496, 512)",62.50177764892578
7,NORMAL7,DME2,"(496, 512)",62.53606414794922
