,query1,query2,size,siamese_distance,time
21,DME6,DME15,"(496, 512)",62.231666564941406,0.2580223083496094
13,DME6,AMD8,"(496, 512)",62.373138427734375,0.18097853660583496
14,DME6,AMD9,"(496, 512)",62.37836837768555,0.3020002841949463
25,DME6,DME5,"(496, 512)",62.409759521484375,0.3050076961517334
18,DME6,DME12,"(496, 512)",62.43474197387695,0.2559492588043213
26,DME6,DME7,"(496, 512)",62.47772216796875,0.253978967666626
5,DME6,AMD14,"(496, 512)",62.58866882324219,0.2980046272277832
11,DME6,AMD6,"(496, 512)",62.668663024902344,0.19100093841552734
27,DME6,DME8,"(496, 512)",62.68647766113281,0.25699853897094727
15,DME6,DME1,"(496, 512)",62.69928741455078,0.3139991760253906
9,DME6,AMD4,"(496, 512)",62.74221420288086,0.18097949028015137
24,DME6,DME4,"(496, 512)",62.745540618896484,0.30485081672668457
4,DME6,AMD13,"(496, 512)",62.82453536987305,0.18345332145690918
10,DME6,AMD5,"(496, 512)",62.91326141357422,0.18000435829162598
19,DME6,DME13,"(496, 512)",62.914581298828125,0.2639944553375244
28,DME6,DME9,"(496, 512)",63.082942962646484,0.25603628158569336
22,DME6,DME2,"(496, 512)",63.12704849243164,0.30500054359436035
3,DME6,AMD12,"(496, 512)",63.31345748901367,0.1810004711151123
16,DME6,DME10,"(496, 512)",63.336952209472656,0.18000030517578125
17,DME6,DME11,"(496, 512)",63.40391159057617,0.25605058670043945
20,DME6,DME14,"(496, 512)",63.47392272949219,0.25719523429870605
0,DME6,AMD1,"(496, 512)",63.48066711425781,0.20599985122680664
12,DME6,AMD7,"(496, 512)",63.48503112792969,0.3047051429748535
8,DME6,AMD3,"(496, 512)",63.51226043701172,0.20899248123168945
6,DME6,AMD15,"(496, 512)",63.67852020263672,0.20599126815795898
7,DME6,AMD2,"(496, 512)",63.75874328613281,0.20501065254211426
23,DME6,DME3,"(496, 512)",63.841190338134766,0.3086998462677002
2,DME6,AMD11,"(496, 512)",63.84954071044922,0.18399906158447266
1,DME6,AMD10,"(496, 512)",63.910518646240234,0.3059995174407959
