,query1,query2,size,siamese_distance,time
7,DME1,DME3,"(496, 512)",59.81309509277344,0.2986564636230469
1,DME1,DME11,"(496, 512)",60.160301208496094,0.23974132537841797
0,DME1,DME10,"(496, 512)",60.304466247558594,0.2655978202819824
16,DME1,NORMAL12,"(496, 512)",60.36646270751953,0.3202323913574219
15,DME1,NORMAL10,"(496, 512)",60.37810516357422,0.32106614112854004
24,DME1,NORMAL6,"(496, 512)",60.409568786621094,0.29083919525146484
20,DME1,NORMAL2,"(496, 512)",60.43708801269531,0.30501675605773926
4,DME1,DME14,"(496, 512)",60.46344757080078,0.25741100311279297
21,DME1,NORMAL3,"(496, 512)",60.55129623413086,0.3159067630767822
14,DME1,NORMAL1,"(496, 512)",60.59815216064453,0.3125002384185791
6,DME1,DME2,"(496, 512)",60.62731170654297,0.3045663833618164
8,DME1,DME4,"(496, 512)",60.66370391845703,0.30132603645324707
13,DME1,DME9,"(496, 512)",60.67233657836914,0.25681042671203613
19,DME1,NORMAL15,"(496, 512)",60.679481506347656,0.3088085651397705
10,DME1,DME6,"(496, 512)",60.70370101928711,0.3124864101409912
9,DME1,DME5,"(496, 512)",60.719322204589844,0.3031320571899414
26,DME1,NORMAL8,"(496, 512)",60.721038818359375,0.31305694580078125
11,DME1,DME7,"(496, 512)",60.745689392089844,0.2598702907562256
2,DME1,DME12,"(496, 512)",60.75739288330078,0.25348424911499023
17,DME1,NORMAL13,"(496, 512)",60.768272399902344,0.31247448921203613
27,DME1,NORMAL9,"(496, 512)",60.81743240356445,0.2854039669036865
25,DME1,NORMAL7,"(496, 512)",60.82990264892578,0.30436158180236816
3,DME1,DME13,"(496, 512)",60.851959228515625,0.25127100944519043
18,DME1,NORMAL14,"(496, 512)",60.882850646972656,0.3138313293457031
22,DME1,NORMAL4,"(496, 512)",60.892799377441406,0.3124997615814209
5,DME1,DME15,"(496, 512)",60.90001678466797,0.2523925304412842
23,DME1,NORMAL5,"(496, 512)",61.17679977416992,0.31729626655578613
12,DME1,DME8,"(496, 512)",61.284400939941406,0.25000691413879395
