,query1,query2,size,siamese_distance,time
8,DME7,DME3,"(496, 512)",59.84367370605469,0.29677462577819824
2,DME7,DME11,"(496, 512)",60.15941619873047,0.2671470642089844
1,DME7,DME10,"(496, 512)",60.292118072509766,0.17813539505004883
5,DME7,DME14,"(496, 512)",60.43928146362305,0.23438167572021484
13,DME7,DME9,"(496, 512)",60.54981994628906,0.25414466857910156
7,DME7,DME2,"(496, 512)",60.64235305786133,0.3017899990081787
12,DME7,DME8,"(496, 512)",60.66728210449219,0.23437833786010742
16,DME7,NORMAL12,"(496, 512)",60.738162994384766,0.293194055557251
0,DME7,DME1,"(496, 512)",60.745689392089844,0.2964205741882324
27,DME7,NORMAL9,"(496, 512)",60.774871826171875,0.30121636390686035
4,DME7,DME13,"(496, 512)",60.78157043457031,0.2449188232421875
23,DME7,NORMAL5,"(496, 512)",60.787940979003906,0.2846348285675049
18,DME7,NORMAL14,"(496, 512)",60.789894104003906,0.3081042766571045
17,DME7,NORMAL13,"(496, 512)",60.81639099121094,0.30419325828552246
20,DME7,NORMAL2,"(496, 512)",60.85399627685547,0.30418825149536133
21,DME7,NORMAL3,"(496, 512)",60.87843322753906,0.28271055221557617
14,DME7,NORMAL1,"(496, 512)",60.89229202270508,0.3084862232208252
25,DME7,NORMAL7,"(496, 512)",60.90473937988281,0.28812479972839355
11,DME7,DME6,"(496, 512)",60.92071533203125,0.3005537986755371
22,DME7,NORMAL4,"(496, 512)",60.9302864074707,0.3150901794433594
19,DME7,NORMAL15,"(496, 512)",60.93217468261719,0.2981293201446533
9,DME7,DME4,"(496, 512)",60.94501876831055,0.30134105682373047
24,DME7,NORMAL6,"(496, 512)",60.95841598510742,0.3115658760070801
15,DME7,NORMAL10,"(496, 512)",60.95878601074219,0.28650927543640137
6,DME7,DME15,"(496, 512)",61.00672912597656,0.25872230529785156
3,DME7,DME12,"(496, 512)",61.03593063354492,0.261127233505249
26,DME7,NORMAL8,"(496, 512)",61.10643768310547,0.30678820610046387
10,DME7,DME5,"(496, 512)",61.10970687866211,0.29688239097595215
