,query1,query2,size,siamese_distance,time
8,NORMAL14,DME3,"(496, 512)",59.644866943359375,0.27403855323791504
2,NORMAL14,DME11,"(496, 512)",60.255516052246094,0.24474072456359863
17,NORMAL14,NORMAL12,"(496, 512)",60.372520446777344,0.28568196296691895
19,NORMAL14,NORMAL15,"(496, 512)",60.378177642822266,0.2996838092803955
1,NORMAL14,DME10,"(496, 512)",60.3936653137207,0.18747782707214355
9,NORMAL14,DME4,"(496, 512)",60.440738677978516,0.3042590618133545
26,NORMAL14,NORMAL8,"(496, 512)",60.497650146484375,0.29689621925354004
3,NORMAL14,DME12,"(496, 512)",60.537742614746094,0.24349284172058105
11,NORMAL14,DME6,"(496, 512)",60.57292556762695,0.2891359329223633
22,NORMAL14,NORMAL4,"(496, 512)",60.58832550048828,0.3069133758544922
20,NORMAL14,NORMAL2,"(496, 512)",60.64542007446289,0.29083871841430664
5,NORMAL14,DME14,"(496, 512)",60.65779495239258,0.2524702548980713
16,NORMAL14,NORMAL10,"(496, 512)",60.668067932128906,0.3001110553741455
24,NORMAL14,NORMAL6,"(496, 512)",60.67668151855469,0.29869508743286133
7,NORMAL14,DME2,"(496, 512)",60.73822021484375,0.27972888946533203
4,NORMAL14,DME13,"(496, 512)",60.74759292602539,0.23246097564697266
14,NORMAL14,DME9,"(496, 512)",60.76332092285156,0.2555274963378906
10,NORMAL14,DME5,"(496, 512)",60.774925231933594,0.31326770782470703
21,NORMAL14,NORMAL3,"(496, 512)",60.78682327270508,0.29688072204589844
15,NORMAL14,NORMAL1,"(496, 512)",60.789798736572266,0.29937076568603516
12,NORMAL14,DME7,"(496, 512)",60.789894104003906,0.2668790817260742
6,NORMAL14,DME15,"(496, 512)",60.82639694213867,0.23972845077514648
0,NORMAL14,DME1,"(496, 512)",60.882850646972656,0.29970693588256836
25,NORMAL14,NORMAL7,"(496, 512)",60.96399688720703,0.302692174911499
13,NORMAL14,DME8,"(496, 512)",60.99946212768555,0.24278807640075684
18,NORMAL14,NORMAL13,"(496, 512)",61.19964599609375,0.2986938953399658
23,NORMAL14,NORMAL5,"(496, 512)",61.204463958740234,0.3014538288116455
27,NORMAL14,NORMAL9,"(496, 512)",61.215293884277344,0.30380845069885254
