,query1,query2,size,siamese_distance
2,NORMAL13,DME3,"(496, 512)",57.64456558227539
0,NORMAL13,DME1,"(496, 512)",58.4240837097168
10,NORMAL13,NORMAL15,"(496, 512)",58.57515335083008
14,NORMAL13,NORMAL5,"(496, 512)",58.950687408447266
5,NORMAL13,DME6,"(496, 512)",59.17222595214844
7,NORMAL13,NORMAL10,"(496, 512)",59.36248016357422
11,NORMAL13,NORMAL2,"(496, 512)",59.43486785888672
8,NORMAL13,NORMAL12,"(496, 512)",59.51656723022461
1,NORMAL13,DME2,"(496, 512)",59.645721435546875
6,NORMAL13,NORMAL1,"(496, 512)",59.70630645751953
3,NORMAL13,DME4,"(496, 512)",59.867515563964844
17,NORMAL13,NORMAL8,"(496, 512)",60.02538299560547
18,NORMAL13,NORMAL9,"(496, 512)",60.07758712768555
12,NORMAL13,NORMAL3,"(496, 512)",60.09708786010742
4,NORMAL13,DME5,"(496, 512)",60.14676284790039
13,NORMAL13,NORMAL4,"(496, 512)",60.29129409790039
16,NORMAL13,NORMAL7,"(496, 512)",60.34198760986328
15,NORMAL13,NORMAL6,"(496, 512)",60.51042938232422
9,NORMAL13,NORMAL14,"(496, 512)",60.73251724243164
