,query1,query2,size,siamese_distance
2,NORMAL2,DME3,"(496, 512)",57.92987060546875
14,NORMAL2,NORMAL5,"(496, 512)",58.54600143432617
0,NORMAL2,DME1,"(496, 512)",58.56467819213867
1,NORMAL2,DME2,"(496, 512)",58.80021667480469
7,NORMAL2,NORMAL10,"(496, 512)",59.060020446777344
5,NORMAL2,DME6,"(496, 512)",59.25725173950195
11,NORMAL2,NORMAL15,"(496, 512)",59.262596130371094
10,NORMAL2,NORMAL14,"(496, 512)",59.360511779785156
9,NORMAL2,NORMAL13,"(496, 512)",59.43486785888672
13,NORMAL2,NORMAL4,"(496, 512)",59.43709945678711
15,NORMAL2,NORMAL6,"(496, 512)",59.44378662109375
17,NORMAL2,NORMAL8,"(496, 512)",59.452674865722656
12,NORMAL2,NORMAL3,"(496, 512)",59.74366760253906
4,NORMAL2,DME5,"(496, 512)",59.7679557800293
16,NORMAL2,NORMAL7,"(496, 512)",59.84849548339844
18,NORMAL2,NORMAL9,"(496, 512)",59.85763168334961
6,NORMAL2,NORMAL1,"(496, 512)",60.17296600341797
8,NORMAL2,NORMAL12,"(496, 512)",60.1833610534668
3,NORMAL2,DME4,"(496, 512)",60.28139114379883
