,query1,query2,size,siamese_distance
10,NORMAL10,NORMAL15,"(496, 512)",58.06889343261719
5,NORMAL10,DME6,"(496, 512)",58.457069396972656
18,NORMAL10,NORMAL9,"(496, 512)",58.70960235595703
3,NORMAL10,DME4,"(496, 512)",58.963436126708984
2,NORMAL10,DME3,"(496, 512)",58.98711395263672
11,NORMAL10,NORMAL2,"(496, 512)",59.060020446777344
9,NORMAL10,NORMAL14,"(496, 512)",59.10728454589844
7,NORMAL10,NORMAL12,"(496, 512)",59.11399841308594
6,NORMAL10,NORMAL1,"(496, 512)",59.14152908325195
16,NORMAL10,NORMAL7,"(496, 512)",59.346439361572266
12,NORMAL10,NORMAL3,"(496, 512)",59.35565948486328
8,NORMAL10,NORMAL13,"(496, 512)",59.36248016357422
4,NORMAL10,DME5,"(496, 512)",59.4068717956543
1,NORMAL10,DME2,"(496, 512)",59.52949523925781
0,NORMAL10,DME1,"(496, 512)",59.57037353515625
15,NORMAL10,NORMAL6,"(496, 512)",59.64177703857422
14,NORMAL10,NORMAL5,"(496, 512)",59.67948913574219
13,NORMAL10,NORMAL4,"(496, 512)",60.139835357666016
17,NORMAL10,NORMAL8,"(496, 512)",60.18691635131836
