,query1,query2,size,siamese_distance,time
3,AMD15,AMD12,"(496, 512)",63.95166778564453,0.17189502716064453
11,AMD15,AMD7,"(496, 512)",64.26009368896484,0.296875
6,AMD15,AMD2,"(496, 512)",64.32504272460938,0.18752193450927734
0,AMD15,AMD1,"(496, 512)",64.3403549194336,0.1875011920928955
23,AMD15,NORMAL5,"(496, 512)",64.36237335205078,0.2989335060119629
10,AMD15,AMD6,"(496, 512)",64.47183227539062,0.1585712432861328
8,AMD15,AMD4,"(496, 512)",64.48861694335938,0.1718740463256836
5,AMD15,AMD14,"(496, 512)",64.54208374023438,0.29541754722595215
18,AMD15,NORMAL14,"(496, 512)",64.54752349853516,0.30144429206848145
25,AMD15,NORMAL7,"(496, 512)",64.6008071899414,0.3016054630279541
13,AMD15,AMD9,"(496, 512)",64.63035583496094,0.2812497615814209
9,AMD15,AMD5,"(496, 512)",64.69133758544922,0.17190289497375488
22,AMD15,NORMAL4,"(496, 512)",64.71156311035156,0.2968747615814209
12,AMD15,AMD8,"(496, 512)",64.73942565917969,0.16072416305541992
19,AMD15,NORMAL15,"(496, 512)",64.76626586914062,0.2832462787628174
2,AMD15,AMD11,"(496, 512)",64.76896667480469,0.19207000732421875
4,AMD15,AMD13,"(496, 512)",64.78687286376953,0.1900017261505127
27,AMD15,NORMAL9,"(496, 512)",64.8017807006836,0.29825758934020996
14,AMD15,NORMAL1,"(496, 512)",64.86903381347656,0.2992730140686035
17,AMD15,NORMAL13,"(496, 512)",64.87052154541016,0.2968456745147705
24,AMD15,NORMAL6,"(496, 512)",64.87989044189453,0.2968754768371582
21,AMD15,NORMAL3,"(496, 512)",64.90593719482422,0.29935503005981445
20,AMD15,NORMAL2,"(496, 512)",64.9136962890625,0.3125295639038086
26,AMD15,NORMAL8,"(496, 512)",64.96305847167969,0.31328535079956055
16,AMD15,NORMAL12,"(496, 512)",65.0121841430664,0.29904913902282715
15,AMD15,NORMAL10,"(496, 512)",65.0947036743164,0.2812485694885254
1,AMD15,AMD10,"(496, 512)",65.3813705444336,0.2968747615814209
7,AMD15,AMD3,"(496, 512)",66.04761505126953,0.20556902885437012
