,query1,query2,size,siamese_distance
21,DME3,NORMAL3,"(496, 512)",61.139122009277344
19,DME3,NORMAL15,"(496, 512)",61.1456413269043
14,DME3,NORMAL1,"(496, 512)",61.16838836669922
23,DME3,NORMAL5,"(496, 512)",61.19816207885742
16,DME3,NORMAL12,"(496, 512)",61.21860122680664
26,DME3,NORMAL8,"(496, 512)",61.2470703125
15,DME3,NORMAL10,"(496, 512)",61.254051208496094
24,DME3,NORMAL6,"(496, 512)",61.30120086669922
25,DME3,NORMAL7,"(496, 512)",61.335018157958984
12,DME3,DME8,"(496, 512)",61.33806610107422
3,DME3,DME12,"(496, 512)",61.35332489013672
10,DME3,DME6,"(496, 512)",61.38151550292969
9,DME3,DME5,"(496, 512)",61.39242172241211
0,DME3,DME1,"(496, 512)",61.39803695678711
8,DME3,DME4,"(496, 512)",61.44160461425781
18,DME3,NORMAL14,"(496, 512)",61.453460693359375
6,DME3,DME15,"(496, 512)",61.4747428894043
22,DME3,NORMAL4,"(496, 512)",61.491851806640625
1,DME3,DME10,"(496, 512)",61.503238677978516
17,DME3,NORMAL13,"(496, 512)",61.511043548583984
11,DME3,DME7,"(496, 512)",61.54728317260742
4,DME3,DME13,"(496, 512)",61.554893493652344
7,DME3,DME2,"(496, 512)",61.5676383972168
27,DME3,NORMAL9,"(496, 512)",61.569278717041016
13,DME3,DME9,"(496, 512)",61.57461166381836
20,DME3,NORMAL2,"(496, 512)",61.65720748901367
5,DME3,DME14,"(496, 512)",61.72385787963867
2,DME3,DME11,"(496, 512)",61.878665924072266
