,query1,query2,size,siamese_distance,time
8,DME4,DME3,"(496, 512)",61.44160461425781,0.28786444664001465
17,DME4,NORMAL13,"(496, 512)",61.64765930175781,0.3111453056335449
15,DME4,NORMAL10,"(496, 512)",61.65236282348633,0.3005855083465576
18,DME4,NORMAL14,"(496, 512)",61.6634635925293,0.2904188632965088
20,DME4,NORMAL2,"(496, 512)",61.6983528137207,0.31398630142211914
5,DME4,DME14,"(496, 512)",61.70302963256836,0.23978400230407715
2,DME4,DME11,"(496, 512)",61.71106719970703,0.2468552589416504
27,DME4,NORMAL9,"(496, 512)",61.71592712402344,0.29781031608581543
22,DME4,NORMAL4,"(496, 512)",61.7218017578125,0.30373120307922363
1,DME4,DME10,"(496, 512)",61.73787307739258,0.17969822883605957
23,DME4,NORMAL5,"(496, 512)",61.743682861328125,0.2969083786010742
21,DME4,NORMAL3,"(496, 512)",61.75726318359375,0.30226683616638184
24,DME4,NORMAL6,"(496, 512)",61.76239776611328,0.30840063095092773
16,DME4,NORMAL12,"(496, 512)",61.76908874511719,0.3022775650024414
25,DME4,NORMAL7,"(496, 512)",61.782066345214844,0.29685521125793457
9,DME4,DME5,"(496, 512)",61.802040100097656,0.31406736373901367
3,DME4,DME12,"(496, 512)",61.803199768066406,0.23483705520629883
26,DME4,NORMAL8,"(496, 512)",61.81205749511719,0.31234192848205566
6,DME4,DME15,"(496, 512)",61.81260681152344,0.24744749069213867
10,DME4,DME6,"(496, 512)",61.819679260253906,0.3027474880218506
0,DME4,DME1,"(496, 512)",61.82183837890625,0.31250977516174316
13,DME4,DME9,"(496, 512)",61.82306671142578,0.2500295639038086
14,DME4,NORMAL1,"(496, 512)",61.8364372253418,0.30475640296936035
12,DME4,DME8,"(496, 512)",61.844547271728516,0.2488093376159668
4,DME4,DME13,"(496, 512)",61.868350982666016,0.23680925369262695
11,DME4,DME7,"(496, 512)",61.89800262451172,0.2588045597076416
7,DME4,DME2,"(496, 512)",61.91984558105469,0.2938265800476074
19,DME4,NORMAL15,"(496, 512)",61.967803955078125,0.3047053813934326
