,query1,query2,size,siamese_distance,time
1,NORMAL1,AMD10,"(496, 512)",60.98324966430664,0.3012816905975342
2,NORMAL1,AMD11,"(496, 512)",61.11381530761719,0.18902587890625
7,NORMAL1,AMD2,"(496, 512)",61.2089729309082,0.20996618270874023
8,NORMAL1,AMD3,"(496, 512)",61.32740020751953,0.20399999618530273
0,NORMAL1,AMD1,"(496, 512)",61.34254455566406,0.21199941635131836
4,NORMAL1,AMD13,"(496, 512)",61.41442108154297,0.1819746494293213
12,NORMAL1,AMD7,"(496, 512)",61.422447204589844,0.3039722442626953
6,NORMAL1,AMD15,"(496, 512)",61.43258285522461,0.2060256004333496
3,NORMAL1,AMD12,"(496, 512)",61.50614547729492,0.18199396133422852
20,NORMAL1,NORMAL2,"(496, 512)",61.544166564941406,0.3119831085205078
15,NORMAL1,NORMAL10,"(496, 512)",61.56426239013672,0.3049948215484619
17,NORMAL1,NORMAL13,"(496, 512)",61.564918518066406,0.3130006790161133
22,NORMAL1,NORMAL4,"(496, 512)",61.57726287841797,0.3075098991394043
18,NORMAL1,NORMAL14,"(496, 512)",61.598289489746094,0.30699920654296875
27,NORMAL1,NORMAL9,"(496, 512)",61.6142463684082,0.31396961212158203
9,NORMAL1,AMD4,"(496, 512)",61.62209701538086,0.18398380279541016
26,NORMAL1,NORMAL8,"(496, 512)",61.650081634521484,0.30264759063720703
10,NORMAL1,AMD5,"(496, 512)",61.653079986572266,0.18398594856262207
11,NORMAL1,AMD6,"(496, 512)",61.72016906738281,0.1870276927947998
23,NORMAL1,NORMAL5,"(496, 512)",61.761863708496094,0.30701756477355957
13,NORMAL1,AMD8,"(496, 512)",61.83195114135742,0.1809983253479004
16,NORMAL1,NORMAL12,"(496, 512)",61.84690856933594,0.30699944496154785
24,NORMAL1,NORMAL6,"(496, 512)",61.85425567626953,0.31197214126586914
25,NORMAL1,NORMAL7,"(496, 512)",61.86815643310547,0.3066062927246094
5,NORMAL1,AMD14,"(496, 512)",61.88094711303711,0.30901002883911133
19,NORMAL1,NORMAL15,"(496, 512)",61.91592025756836,0.3070194721221924
14,NORMAL1,AMD9,"(496, 512)",61.95037078857422,0.3071601390838623
21,NORMAL1,NORMAL3,"(496, 512)",61.98903274536133,0.3110024929046631
