,query1,query2,size,siamese_distance,time
13,AMD14,AMD9,"(496, 512)",63.23295593261719,0.296875
26,AMD14,DME7,"(496, 512)",63.38140869140625,0.24998855590820312
17,AMD14,DME12,"(496, 512)",63.38740158081055,0.25000667572021484
12,AMD14,AMD8,"(496, 512)",63.40065002441406,0.1718752384185791
34,AMD14,NORMAL15,"(496, 512)",63.4604377746582,0.2968740463256836
36,AMD14,NORMAL3,"(496, 512)",63.553714752197266,0.3124990463256836
39,AMD14,NORMAL6,"(496, 512)",63.59029769897461,0.29688239097595215
20,AMD14,DME15,"(496, 512)",63.598968505859375,0.2500002384185791
40,AMD14,NORMAL7,"(496, 512)",63.610679626464844,0.3125004768371582
10,AMD14,AMD6,"(496, 512)",63.65781021118164,0.17187738418579102
29,AMD14,NORMAL1,"(496, 512)",63.69023132324219,0.2968714237213135
27,AMD14,DME8,"(496, 512)",63.70088577270508,0.26561689376831055
24,AMD14,DME5,"(496, 512)",63.70767593383789,0.35935139656066895
23,AMD14,DME4,"(496, 512)",63.73180389404297,0.29688096046447754
8,AMD14,AMD4,"(496, 512)",63.734622955322266,0.17190194129943848
41,AMD14,NORMAL8,"(496, 512)",63.74108123779297,0.29686689376831055
37,AMD14,NORMAL4,"(496, 512)",63.7467041015625,0.31249380111694336
18,AMD14,DME13,"(496, 512)",63.75654983520508,0.24999356269836426
25,AMD14,DME6,"(496, 512)",63.75710678100586,0.31253767013549805
31,AMD14,NORMAL12,"(496, 512)",63.75743865966797,0.3124704360961914
4,AMD14,AMD13,"(496, 512)",63.77201461791992,0.18748831748962402
14,AMD14,DME1,"(496, 512)",63.77462387084961,0.29686951637268066
9,AMD14,AMD5,"(496, 512)",63.8186149597168,0.1875
30,AMD14,NORMAL10,"(496, 512)",63.832340240478516,0.3125002384185791
21,AMD14,DME2,"(496, 512)",63.98454666137695,0.2969028949737549
38,AMD14,NORMAL5,"(496, 512)",64.03272247314453,0.3124997615814209
42,AMD14,NORMAL9,"(496, 512)",64.04722595214844,0.29685449600219727
28,AMD14,DME9,"(496, 512)",64.06383514404297,0.25000834465026855
35,AMD14,NORMAL2,"(496, 512)",64.12649536132812,0.2969043254852295
32,AMD14,NORMAL13,"(496, 512)",64.22127532958984,0.2969050407409668
33,AMD14,NORMAL14,"(496, 512)",64.23320007324219,0.3124716281890869
3,AMD14,AMD12,"(496, 512)",64.26202392578125,0.17188572883605957
19,AMD14,DME14,"(496, 512)",64.41255950927734,0.23435330390930176
5,AMD14,AMD15,"(496, 512)",64.54208374023438,0.20311856269836426
11,AMD14,AMD7,"(496, 512)",64.72869873046875,0.3124971389770508
15,AMD14,DME10,"(496, 512)",64.75285339355469,0.1718742847442627
16,AMD14,DME11,"(496, 512)",64.79393005371094,0.2499992847442627
0,AMD14,AMD1,"(496, 512)",64.87399291992188,0.20310568809509277
6,AMD14,AMD2,"(496, 512)",65.04198455810547,0.20310425758361816
22,AMD14,DME3,"(496, 512)",65.221435546875,0.29686951637268066
2,AMD14,AMD11,"(496, 512)",65.34027099609375,0.18749403953552246
7,AMD14,AMD3,"(496, 512)",65.66327667236328,0.2031257152557373
1,AMD14,AMD10,"(496, 512)",66.07833099365234,0.2969028949737549
