,query1,query2,size,siamese_distance,time
27,DME1,DME8,"(496, 512)",63.18683624267578,0.2499990463256836
38,DME1,NORMAL5,"(496, 512)",63.277923583984375,0.29685378074645996
11,DME1,AMD6,"(496, 512)",63.47752380371094,0.17186999320983887
37,DME1,NORMAL4,"(496, 512)",63.539207458496094,0.29689645767211914
20,DME1,DME15,"(496, 512)",63.55843734741211,0.2500276565551758
33,DME1,NORMAL14,"(496, 512)",63.56232833862305,0.2969026565551758
26,DME1,DME7,"(496, 512)",63.58643341064453,0.24999189376831055
17,DME1,DME12,"(496, 512)",63.587894439697266,0.24997758865356445
18,DME1,DME13,"(496, 512)",63.60577392578125,0.23439717292785645
40,DME1,NORMAL7,"(496, 512)",63.67430877685547,0.2968635559082031
42,DME1,NORMAL9,"(496, 512)",63.67885208129883,0.29686808586120605
5,DME1,AMD14,"(496, 512)",63.77462387084961,0.28124284744262695
24,DME1,DME5,"(496, 512)",63.787715911865234,0.29689693450927734
32,DME1,NORMAL13,"(496, 512)",63.79154968261719,0.2968759536743164
14,DME1,AMD9,"(496, 512)",63.82370376586914,0.2812333106994629
34,DME1,NORMAL15,"(496, 512)",63.882205963134766,0.2968885898590088
25,DME1,DME6,"(496, 512)",63.92050552368164,0.29688334465026855
13,DME1,AMD8,"(496, 512)",63.920894622802734,0.17190265655517578
39,DME1,NORMAL6,"(496, 512)",63.9248161315918,0.29689621925354004
9,DME1,AMD4,"(496, 512)",63.955528259277344,0.1718757152557373
23,DME1,DME4,"(496, 512)",63.960601806640625,0.28125
41,DME1,NORMAL8,"(496, 512)",63.97208786010742,0.2812674045562744
28,DME1,DME9,"(496, 512)",64.0005874633789,0.25000715255737305
21,DME1,DME2,"(496, 512)",64.00886535644531,0.29686784744262695
36,DME1,NORMAL3,"(496, 512)",64.03271484375,0.29685282707214355
10,DME1,AMD5,"(496, 512)",64.0491943359375,0.18750524520874023
30,DME1,NORMAL10,"(496, 512)",64.11166381835938,0.29686570167541504
6,DME1,AMD15,"(496, 512)",64.15123748779297,0.2031259536743164
31,DME1,NORMAL12,"(496, 512)",64.17371368408203,0.2812502384185791
29,DME1,NORMAL1,"(496, 512)",64.18061065673828,0.29685497283935547
35,DME1,NORMAL2,"(496, 512)",64.22808837890625,0.29685544967651367
3,DME1,AMD12,"(496, 512)",64.23312377929688,0.18749427795410156
4,DME1,AMD13,"(496, 512)",64.32699584960938,0.1719048023223877
19,DME1,DME14,"(496, 512)",64.40351104736328,0.24997997283935547
15,DME1,DME10,"(496, 512)",64.6954345703125,0.18750977516174316
16,DME1,DME11,"(496, 512)",64.78646087646484,0.2500002384185791
0,DME1,AMD1,"(496, 512)",64.79564666748047,0.28122711181640625
12,DME1,AMD7,"(496, 512)",64.86353302001953,0.29685330390930176
7,DME1,AMD2,"(496, 512)",65.17940521240234,0.2031238079071045
22,DME1,DME3,"(496, 512)",65.21235656738281,0.29685306549072266
2,DME1,AMD11,"(496, 512)",65.37122344970703,0.171858549118042
8,DME1,AMD3,"(496, 512)",66.18122100830078,0.2031247615814209
1,DME1,AMD10,"(496, 512)",66.22655487060547,0.28126955032348633
