,query1,query2,size,siamese_distance,time
0,AMD2,AMD1,"(496, 512)",63.63955307006836,0.2187485694885254
11,AMD2,AMD7,"(496, 512)",63.82501220703125,0.31252145767211914
15,AMD2,DME10,"(496, 512)",63.88206100463867,0.171875
16,AMD2,DME11,"(496, 512)",63.90793228149414,0.2499697208404541
2,AMD2,AMD11,"(496, 512)",63.91958999633789,0.18752813339233398
19,AMD2,DME14,"(496, 512)",64.04268646240234,0.2500028610229492
22,AMD2,DME3,"(496, 512)",64.0603256225586,0.29691004753112793
3,AMD2,AMD12,"(496, 512)",64.2470474243164,0.18747544288635254
28,AMD2,DME9,"(496, 512)",64.26567840576172,0.2656285762786865
6,AMD2,AMD15,"(496, 512)",64.32504272460938,0.2031254768371582
1,AMD2,AMD10,"(496, 512)",64.44684600830078,0.2968456745147705
21,AMD2,DME2,"(496, 512)",64.61751556396484,0.3124709129333496
18,AMD2,DME13,"(496, 512)",64.68763732910156,0.2499983310699463
5,AMD2,AMD14,"(496, 512)",65.04198455810547,0.3125278949737549
4,AMD2,AMD13,"(496, 512)",65.0896987915039,0.17187261581420898
27,AMD2,DME8,"(496, 512)",65.1136245727539,0.25
8,AMD2,AMD4,"(496, 512)",65.12394714355469,0.18752837181091309
14,AMD2,DME1,"(496, 512)",65.17940521240234,0.3125
26,AMD2,DME7,"(496, 512)",65.18165588378906,0.2499997615814209
7,AMD2,AMD3,"(496, 512)",65.20905303955078,0.2030959129333496
9,AMD2,AMD5,"(496, 512)",65.28792572021484,0.18747186660766602
23,AMD2,DME4,"(496, 512)",65.35147857666016,0.31249380111694336
17,AMD2,DME12,"(496, 512)",65.38275146484375,0.2656548023223877
10,AMD2,AMD6,"(496, 512)",65.38402557373047,0.1874997615814209
13,AMD2,AMD9,"(496, 512)",65.39588165283203,0.3125166893005371
20,AMD2,DME15,"(496, 512)",65.39765930175781,0.2499985694885254
40,AMD2,NORMAL7,"(496, 512)",65.41553497314453,0.2968783378601074
38,AMD2,NORMAL5,"(496, 512)",65.42709350585938,0.296875
29,AMD2,NORMAL1,"(496, 512)",65.42720031738281,0.2968437671661377
35,AMD2,NORMAL2,"(496, 512)",65.48412322998047,0.312502384185791
12,AMD2,AMD8,"(496, 512)",65.49359893798828,0.17186594009399414
34,AMD2,NORMAL15,"(496, 512)",65.49447631835938,0.2968709468841553
31,AMD2,NORMAL12,"(496, 512)",65.49794006347656,0.29686975479125977
33,AMD2,NORMAL14,"(496, 512)",65.55024719238281,0.2968571186065674
36,AMD2,NORMAL3,"(496, 512)",65.5877685546875,0.29690074920654297
25,AMD2,DME6,"(496, 512)",65.60557556152344,0.31250667572021484
37,AMD2,NORMAL4,"(496, 512)",65.63160705566406,0.2968759536743164
24,AMD2,DME5,"(496, 512)",65.65984344482422,0.29686856269836426
42,AMD2,NORMAL9,"(496, 512)",65.6830825805664,0.31249380111694336
32,AMD2,NORMAL13,"(496, 512)",65.71124267578125,0.29689788818359375
39,AMD2,NORMAL6,"(496, 512)",65.71670532226562,0.3124988079071045
41,AMD2,NORMAL8,"(496, 512)",65.90526580810547,0.31247425079345703
30,AMD2,NORMAL10,"(496, 512)",65.93985748291016,0.3125040531158447
