,query1,query2,size,siamese_distance,time
1,AMD11,AMD10,"(496, 512)",62.517818450927734,0.29689669609069824
6,AMD11,AMD2,"(496, 512)",62.52031707763672,0.18751883506774902
22,AMD11,DME3,"(496, 512)",62.610084533691406,0.29685282707214355
2,AMD11,AMD12,"(496, 512)",62.75035858154297,0.1718757152557373
0,AMD11,AMD1,"(496, 512)",62.81065368652344,0.20310187339782715
19,AMD11,DME14,"(496, 512)",62.835105895996094,0.25000810623168945
7,AMD11,AMD3,"(496, 512)",62.856170654296875,0.2187509536743164
5,AMD11,AMD15,"(496, 512)",62.864906311035156,0.20311212539672852
11,AMD11,AMD7,"(496, 512)",62.87281799316406,0.29685425758361816
15,AMD11,DME10,"(496, 512)",63.057621002197266,0.18745875358581543
16,AMD11,DME11,"(496, 512)",63.16762924194336,0.2500176429748535
28,AMD11,DME9,"(496, 512)",63.2315673828125,0.24996352195739746
21,AMD11,DME2,"(496, 512)",63.317691802978516,0.3124990463256836
18,AMD11,DME13,"(496, 512)",63.367820739746094,0.23437762260437012
8,AMD11,AMD4,"(496, 512)",63.40793228149414,0.18747258186340332
4,AMD11,AMD14,"(496, 512)",63.41083908081055,0.29686880111694336
14,AMD11,DME1,"(496, 512)",63.474761962890625,0.3125476837158203
27,AMD11,DME8,"(496, 512)",63.48033905029297,0.25000691413879395
9,AMD11,AMD5,"(496, 512)",63.497283935546875,0.17264103889465332
40,AMD11,NORMAL7,"(496, 512)",63.52547836303711,0.29689788818359375
26,AMD11,DME7,"(496, 512)",63.56013107299805,0.2656526565551758
29,AMD11,NORMAL1,"(496, 512)",63.56424331665039,0.312532901763916
3,AMD11,AMD13,"(496, 512)",63.58469009399414,0.18750667572021484
23,AMD11,DME4,"(496, 512)",63.591487884521484,0.2969050407409668
10,AMD11,AMD6,"(496, 512)",63.613033294677734,0.1875467300415039
38,AMD11,NORMAL5,"(496, 512)",63.629981994628906,0.29686522483825684
36,AMD11,NORMAL3,"(496, 512)",63.646995544433594,0.3125193119049072
33,AMD11,NORMAL14,"(496, 512)",63.664512634277344,0.2968754768371582
20,AMD11,DME15,"(496, 512)",63.67258834838867,0.2343888282775879
13,AMD11,AMD9,"(496, 512)",63.7178840637207,0.2968757152557373
17,AMD11,DME12,"(496, 512)",63.7261962890625,0.24999690055847168
35,AMD11,NORMAL2,"(496, 512)",63.73976135253906,0.29685354232788086
12,AMD11,AMD8,"(496, 512)",63.7621955871582,0.1874983310699463
34,AMD11,NORMAL15,"(496, 512)",63.773643493652344,0.31252241134643555
32,AMD11,NORMAL13,"(496, 512)",63.78426742553711,0.3124713897705078
24,AMD11,DME5,"(496, 512)",63.80552291870117,0.3124701976776123
42,AMD11,NORMAL9,"(496, 512)",63.82450866699219,0.2968716621398926
31,AMD11,NORMAL12,"(496, 512)",63.84220886230469,0.2968745231628418
37,AMD11,NORMAL4,"(496, 512)",63.84815216064453,0.2968862056732178
25,AMD11,DME6,"(496, 512)",63.84953689575195,0.2968761920928955
39,AMD11,NORMAL6,"(496, 512)",63.87697982788086,0.3124837875366211
41,AMD11,NORMAL8,"(496, 512)",64.03999328613281,0.3124828338623047
30,AMD11,NORMAL10,"(496, 512)",64.08677673339844,0.3124969005584717
