,query1,query2,size,siamese_distance,time
18,DME5,DME12,"(496, 512)",62.269474029541016,0.24997878074645996
42,DME5,NORMAL9,"(496, 512)",62.27389907836914,0.29685211181640625
37,DME5,NORMAL4,"(496, 512)",62.30372619628906,0.29689764976501465
41,DME5,NORMAL8,"(496, 512)",62.30479049682617,0.29688596725463867
14,DME5,AMD9,"(496, 512)",62.32109451293945,0.2812497615814209
32,DME5,NORMAL13,"(496, 512)",62.32670211791992,0.2968738079071045
21,DME5,DME15,"(496, 512)",62.33363342285156,0.25
30,DME5,NORMAL10,"(496, 512)",62.34043502807617,0.29685401916503906
39,DME5,NORMAL6,"(496, 512)",62.353424072265625,0.29688501358032227
25,DME5,DME6,"(496, 512)",62.40975570678711,0.3124988079071045
13,DME5,AMD8,"(496, 512)",62.43275833129883,0.18747520446777344
26,DME5,DME7,"(496, 512)",62.462345123291016,0.23435401916503906
40,DME5,NORMAL7,"(496, 512)",62.47286605834961,0.2812306880950928
36,DME5,NORMAL3,"(496, 512)",62.480098724365234,0.28125
33,DME5,NORMAL14,"(496, 512)",62.493804931640625,0.2968564033508301
11,DME5,AMD6,"(496, 512)",62.52438735961914,0.18752169609069824
5,DME5,AMD14,"(496, 512)",62.53346252441406,0.28122735023498535
29,DME5,NORMAL1,"(496, 512)",62.59408950805664,0.2968754768371582
34,DME5,NORMAL15,"(496, 512)",62.62995529174805,0.2812535762786865
27,DME5,DME8,"(496, 512)",62.63510513305664,0.2500004768371582
38,DME5,NORMAL5,"(496, 512)",62.64498519897461,0.2968728542327881
15,DME5,DME1,"(496, 512)",62.650333404541016,0.29691123962402344
31,DME5,NORMAL12,"(496, 512)",62.688079833984375,0.28127074241638184
9,DME5,AMD4,"(496, 512)",62.71276092529297,0.18747854232788086
4,DME5,AMD13,"(496, 512)",62.726890563964844,0.1718747615814209
35,DME5,NORMAL2,"(496, 512)",62.78450012207031,0.31249499320983887
24,DME5,DME4,"(496, 512)",62.7890625,0.28125548362731934
19,DME5,DME13,"(496, 512)",62.84237289428711,0.2500002384185791
10,DME5,AMD5,"(496, 512)",62.936702728271484,0.17185378074645996
28,DME5,DME9,"(496, 512)",62.98734664916992,0.25002098083496094
22,DME5,DME2,"(496, 512)",63.096248626708984,0.2968761920928955
3,DME5,AMD12,"(496, 512)",63.197322845458984,0.1875014305114746
16,DME5,DME10,"(496, 512)",63.28846740722656,0.18746399879455566
20,DME5,DME14,"(496, 512)",63.3367805480957,0.25002026557922363
17,DME5,DME11,"(496, 512)",63.355350494384766,0.25002169609069824
0,DME5,AMD1,"(496, 512)",63.43706130981445,0.20311355590820312
12,DME5,AMD7,"(496, 512)",63.54460906982422,0.2968788146972656
6,DME5,AMD15,"(496, 512)",63.55299758911133,0.2031257152557373
8,DME5,AMD3,"(496, 512)",63.624183654785156,0.18752074241638184
7,DME5,AMD2,"(496, 512)",63.69232940673828,0.20314550399780273
23,DME5,DME3,"(496, 512)",63.773780822753906,0.31249284744262695
2,DME5,AMD11,"(496, 512)",63.80552291870117,0.17187285423278809
1,DME5,AMD10,"(496, 512)",63.88370132446289,0.2968783378601074
