,query1,query2,size,siamese_distance,time
34,NORMAL12,NORMAL15,"(496, 512)",62.37484359741211,0.29685401916503906
4,NORMAL12,AMD13,"(496, 512)",62.3936767578125,0.1718740463256836
30,NORMAL12,NORMAL1,"(496, 512)",62.423606872558594,0.29689836502075195
24,NORMAL12,DME4,"(496, 512)",62.443111419677734,0.2968759536743164
35,NORMAL12,NORMAL2,"(496, 512)",62.48592758178711,0.29688334465026855
31,NORMAL12,NORMAL10,"(496, 512)",62.51775360107422,0.2968740463256836
36,NORMAL12,NORMAL3,"(496, 512)",62.5323371887207,0.28124308586120605
14,NORMAL12,AMD9,"(496, 512)",62.58046340942383,0.2812495231628418
13,NORMAL12,AMD8,"(496, 512)",62.58845138549805,0.18747758865356445
26,NORMAL12,DME6,"(496, 512)",62.654563903808594,0.29685258865356445
39,NORMAL12,NORMAL6,"(496, 512)",62.67203903198242,0.2968742847442627
41,NORMAL12,NORMAL8,"(496, 512)",62.68000030517578,0.29685091972351074
18,NORMAL12,DME12,"(496, 512)",62.6826057434082,0.2500114440917969
25,NORMAL12,DME5,"(496, 512)",62.688079833984375,0.29689669609069824
27,NORMAL12,DME7,"(496, 512)",62.7140007019043,0.2500016689300537
5,NORMAL12,AMD14,"(496, 512)",62.75694274902344,0.2968754768371582
37,NORMAL12,NORMAL4,"(496, 512)",62.76039123535156,0.29689526557922363
40,NORMAL12,NORMAL7,"(496, 512)",62.7707405090332,0.2968785762786865
21,NORMAL12,DME15,"(496, 512)",62.77326583862305,0.2500019073486328
32,NORMAL12,NORMAL13,"(496, 512)",62.815242767333984,0.29685425758361816
42,NORMAL12,NORMAL9,"(496, 512)",62.817970275878906,0.2812490463256836
33,NORMAL12,NORMAL14,"(496, 512)",62.8533821105957,0.29689478874206543
28,NORMAL12,DME8,"(496, 512)",62.972068786621094,0.23438620567321777
15,NORMAL12,DME1,"(496, 512)",63.03086471557617,0.29689574241638184
11,NORMAL12,AMD6,"(496, 512)",63.04208755493164,0.18748092651367188
10,NORMAL12,AMD5,"(496, 512)",63.044395446777344,0.1718735694885254
38,NORMAL12,NORMAL5,"(496, 512)",63.08595657348633,0.2968752384185791
19,NORMAL12,DME13,"(496, 512)",63.18498229980469,0.24998044967651367
9,NORMAL12,AMD4,"(496, 512)",63.23109817504883,0.17189669609069824
29,NORMAL12,DME9,"(496, 512)",63.24781036376953,0.2499866485595703
3,NORMAL12,AMD12,"(496, 512)",63.419593811035156,0.18752241134643555
20,NORMAL12,DME14,"(496, 512)",63.49784469604492,0.23437285423278809
22,NORMAL12,DME2,"(496, 512)",63.570533752441406,0.2968752384185791
16,NORMAL12,DME10,"(496, 512)",63.571807861328125,0.18747925758361816
0,NORMAL12,AMD1,"(496, 512)",63.62226486206055,0.2030935287475586
7,NORMAL12,AMD2,"(496, 512)",63.69252014160156,0.2031261920928955
8,NORMAL12,AMD3,"(496, 512)",63.710792541503906,0.203125
6,NORMAL12,AMD15,"(496, 512)",63.73503112792969,0.21872806549072266
17,NORMAL12,DME11,"(496, 512)",63.7994499206543,0.23438453674316406
12,NORMAL12,AMD7,"(496, 512)",63.83283233642578,0.28127074241638184
2,NORMAL12,AMD11,"(496, 512)",63.84220886230469,0.1718745231628418
23,NORMAL12,DME3,"(496, 512)",63.84917068481445,0.2812480926513672
1,NORMAL12,AMD10,"(496, 512)",63.90206527709961,0.296875
