,query1,query2,size,siamese_distance
8,NORMAL15,DME3,"(496, 512)",59.28990936279297
2,NORMAL15,DME11,"(496, 512)",59.573768615722656
1,NORMAL15,DME10,"(496, 512)",59.772281646728516
5,NORMAL15,DME14,"(496, 512)",59.794288635253906
14,NORMAL15,DME9,"(496, 512)",60.09630584716797
7,NORMAL15,DME2,"(496, 512)",60.11534881591797
27,NORMAL15,NORMAL9,"(496, 512)",60.268043518066406
18,NORMAL15,NORMAL13,"(496, 512)",60.29080581665039
19,NORMAL15,NORMAL14,"(496, 512)",60.37818145751953
4,NORMAL15,DME13,"(496, 512)",60.422977447509766
23,NORMAL15,NORMAL5,"(496, 512)",60.45145034790039
6,NORMAL15,DME15,"(496, 512)",60.5390510559082
13,NORMAL15,DME8,"(496, 512)",60.60405731201172
20,NORMAL15,NORMAL2,"(496, 512)",60.65049362182617
22,NORMAL15,NORMAL4,"(496, 512)",60.667118072509766
11,NORMAL15,DME6,"(496, 512)",60.66836929321289
0,NORMAL15,DME1,"(496, 512)",60.679481506347656
25,NORMAL15,NORMAL7,"(496, 512)",60.73233413696289
10,NORMAL15,DME5,"(496, 512)",60.74506759643555
16,NORMAL15,NORMAL10,"(496, 512)",60.777103424072266
3,NORMAL15,DME12,"(496, 512)",60.816078186035156
24,NORMAL15,NORMAL6,"(496, 512)",60.915653228759766
12,NORMAL15,DME7,"(496, 512)",60.93217849731445
15,NORMAL15,NORMAL1,"(496, 512)",60.97312545776367
21,NORMAL15,NORMAL3,"(496, 512)",60.98857498168945
17,NORMAL15,NORMAL12,"(496, 512)",60.9903450012207
9,NORMAL15,DME4,"(496, 512)",61.123626708984375
26,NORMAL15,NORMAL8,"(496, 512)",61.14039993286133
