,query1,query2,size,siamese_distance
2,NORMAL3,DME3,"(496, 512)",62.31428527832031
7,NORMAL3,NORMAL10,"(496, 512)",62.31446838378906
1,NORMAL3,DME2,"(496, 512)",62.31626510620117
0,NORMAL3,DME1,"(496, 512)",62.316802978515625
4,NORMAL3,DME5,"(496, 512)",62.31770706176758
5,NORMAL3,DME6,"(496, 512)",62.318572998046875
3,NORMAL3,DME4,"(496, 512)",62.319915771484375
10,NORMAL3,NORMAL14,"(496, 512)",62.32032012939453
6,NORMAL3,NORMAL1,"(496, 512)",62.32057189941406
8,NORMAL3,NORMAL12,"(496, 512)",62.321285247802734
13,NORMAL3,NORMAL4,"(496, 512)",62.32182693481445
9,NORMAL3,NORMAL13,"(496, 512)",62.32294464111328
12,NORMAL3,NORMAL2,"(496, 512)",62.32402038574219
17,NORMAL3,NORMAL8,"(496, 512)",62.32472229003906
14,NORMAL3,NORMAL5,"(496, 512)",62.32515335083008
16,NORMAL3,NORMAL7,"(496, 512)",62.325157165527344
15,NORMAL3,NORMAL6,"(496, 512)",62.32516860961914
11,NORMAL3,NORMAL15,"(496, 512)",62.325340270996094
18,NORMAL3,NORMAL9,"(496, 512)",62.32666015625
