,query1,query2,size,siamese_distance
7,NORMAL6,NORMAL10,"(496, 512)",62.31684494018555
8,NORMAL6,NORMAL12,"(496, 512)",62.31722640991211
9,NORMAL6,NORMAL13,"(496, 512)",62.318153381347656
18,NORMAL6,NORMAL9,"(496, 512)",62.318241119384766
2,NORMAL6,DME3,"(496, 512)",62.318294525146484
12,NORMAL6,NORMAL2,"(496, 512)",62.31871795654297
1,NORMAL6,DME2,"(496, 512)",62.31913375854492
17,NORMAL6,NORMAL8,"(496, 512)",62.31951141357422
16,NORMAL6,NORMAL7,"(496, 512)",62.31952667236328
6,NORMAL6,NORMAL1,"(496, 512)",62.31953048706055
10,NORMAL6,NORMAL14,"(496, 512)",62.319618225097656
0,NORMAL6,DME1,"(496, 512)",62.32047653198242
11,NORMAL6,NORMAL15,"(496, 512)",62.321495056152344
15,NORMAL6,NORMAL5,"(496, 512)",62.32203674316406
13,NORMAL6,NORMAL3,"(496, 512)",62.32228088378906
14,NORMAL6,NORMAL4,"(496, 512)",62.322296142578125
5,NORMAL6,DME6,"(496, 512)",62.322654724121094
3,NORMAL6,DME4,"(496, 512)",62.32484436035156
4,NORMAL6,DME5,"(496, 512)",62.32505798339844
