,query1,query2,size,siamese_distance
15,NORMAL12,NORMAL6,"(496, 512)",62.057701110839844
6,NORMAL12,NORMAL1,"(496, 512)",62.05788803100586
12,NORMAL12,NORMAL3,"(496, 512)",62.05818176269531
11,NORMAL12,NORMAL2,"(496, 512)",62.0583610534668
10,NORMAL12,NORMAL15,"(496, 512)",62.058441162109375
3,NORMAL12,DME4,"(496, 512)",62.058753967285156
7,NORMAL12,NORMAL10,"(496, 512)",62.05910110473633
16,NORMAL12,NORMAL7,"(496, 512)",62.05917739868164
5,NORMAL12,DME6,"(496, 512)",62.05937576293945
8,NORMAL12,NORMAL13,"(496, 512)",62.05954360961914
17,NORMAL12,NORMAL8,"(496, 512)",62.059566497802734
9,NORMAL12,NORMAL14,"(496, 512)",62.059696197509766
13,NORMAL12,NORMAL4,"(496, 512)",62.0601692199707
4,NORMAL12,DME5,"(496, 512)",62.060176849365234
18,NORMAL12,NORMAL9,"(496, 512)",62.06050491333008
0,NORMAL12,DME1,"(496, 512)",62.061458587646484
14,NORMAL12,NORMAL5,"(496, 512)",62.06157684326172
1,NORMAL12,DME2,"(496, 512)",62.06303405761719
2,NORMAL12,DME3,"(496, 512)",62.06610870361328
