,query1,query2,size,siamese_distance
6,NORMAL2,NORMAL1,"(496, 512)",62.05720138549805
12,NORMAL2,NORMAL3,"(496, 512)",62.05778884887695
8,NORMAL2,NORMAL12,"(496, 512)",62.0583610534668
15,NORMAL2,NORMAL6,"(496, 512)",62.05854415893555
16,NORMAL2,NORMAL7,"(496, 512)",62.05887985229492
3,NORMAL2,DME4,"(496, 512)",62.058998107910156
11,NORMAL2,NORMAL15,"(496, 512)",62.05966567993164
9,NORMAL2,NORMAL13,"(496, 512)",62.059715270996094
4,NORMAL2,DME5,"(496, 512)",62.06026077270508
5,NORMAL2,DME6,"(496, 512)",62.060523986816406
13,NORMAL2,NORMAL4,"(496, 512)",62.060550689697266
10,NORMAL2,NORMAL14,"(496, 512)",62.0605583190918
7,NORMAL2,NORMAL10,"(496, 512)",62.060569763183594
18,NORMAL2,NORMAL9,"(496, 512)",62.0606803894043
17,NORMAL2,NORMAL8,"(496, 512)",62.06119155883789
14,NORMAL2,NORMAL5,"(496, 512)",62.061500549316406
0,NORMAL2,DME1,"(496, 512)",62.061981201171875
1,NORMAL2,DME2,"(496, 512)",62.06366729736328
2,NORMAL2,DME3,"(496, 512)",62.06608963012695
