,query1,query2,size,siamese_distance
5,NORMAL8,DME6,"(496, 512)",62.05738067626953
14,NORMAL8,NORMAL4,"(496, 512)",62.05758285522461
9,NORMAL8,NORMAL13,"(496, 512)",62.05811309814453
18,NORMAL8,NORMAL9,"(496, 512)",62.05830764770508
13,NORMAL8,NORMAL3,"(496, 512)",62.05837631225586
16,NORMAL8,NORMAL6,"(496, 512)",62.0586051940918
11,NORMAL8,NORMAL15,"(496, 512)",62.05873489379883
6,NORMAL8,NORMAL1,"(496, 512)",62.05885696411133
4,NORMAL8,DME5,"(496, 512)",62.05897521972656
10,NORMAL8,NORMAL14,"(496, 512)",62.059078216552734
7,NORMAL8,NORMAL10,"(496, 512)",62.05914306640625
3,NORMAL8,DME4,"(496, 512)",62.059364318847656
0,NORMAL8,DME1,"(496, 512)",62.05939483642578
8,NORMAL8,NORMAL12,"(496, 512)",62.059566497802734
17,NORMAL8,NORMAL7,"(496, 512)",62.059654235839844
15,NORMAL8,NORMAL5,"(496, 512)",62.059688568115234
12,NORMAL8,NORMAL2,"(496, 512)",62.06119155883789
1,NORMAL8,DME2,"(496, 512)",62.06139373779297
2,NORMAL8,DME3,"(496, 512)",62.0660514831543
