,query1,query2,size,siamese_distance
18,NORMAL13,NORMAL9,"(496, 512)",62.05649948120117
9,NORMAL13,NORMAL14,"(496, 512)",62.05669403076172
4,NORMAL13,DME5,"(496, 512)",62.056758880615234
15,NORMAL13,NORMAL6,"(496, 512)",62.05753707885742
12,NORMAL13,NORMAL3,"(496, 512)",62.05791473388672
7,NORMAL13,NORMAL10,"(496, 512)",62.0579833984375
5,NORMAL13,DME6,"(496, 512)",62.05802536010742
17,NORMAL13,NORMAL8,"(496, 512)",62.05811309814453
16,NORMAL13,NORMAL7,"(496, 512)",62.05828094482422
0,NORMAL13,DME1,"(496, 512)",62.0583610534668
13,NORMAL13,NORMAL4,"(496, 512)",62.05855941772461
6,NORMAL13,NORMAL1,"(496, 512)",62.05860137939453
14,NORMAL13,NORMAL5,"(496, 512)",62.058685302734375
1,NORMAL13,DME2,"(496, 512)",62.05896759033203
8,NORMAL13,NORMAL12,"(496, 512)",62.05954360961914
11,NORMAL13,NORMAL2,"(496, 512)",62.059715270996094
3,NORMAL13,DME4,"(496, 512)",62.06021499633789
10,NORMAL13,NORMAL15,"(496, 512)",62.06066131591797
2,NORMAL13,DME3,"(496, 512)",62.06442642211914
