,query1,query2,size,siamese_distance,time
27,NORMAL4,NORMAL9,"(496, 512)",62.49338150024414,0.30333948135375977
26,NORMAL4,NORMAL8,"(496, 512)",62.53385925292969,0.2960052490234375
11,NORMAL4,AMD6,"(496, 512)",62.551666259765625,0.17932868003845215
18,NORMAL4,NORMAL13,"(496, 512)",62.55598831176758,0.3049957752227783
19,NORMAL4,NORMAL14,"(496, 512)",62.59456253051758,0.3040008544921875
16,NORMAL4,NORMAL10,"(496, 512)",62.609195709228516,0.2999560832977295
13,NORMAL4,AMD8,"(496, 512)",62.645687103271484,0.18287968635559082
10,NORMAL4,AMD5,"(496, 512)",62.65003967285156,0.18200039863586426
14,NORMAL4,AMD9,"(496, 512)",62.652122497558594,0.30200862884521484
17,NORMAL4,NORMAL12,"(496, 512)",62.65390396118164,0.30300402641296387
21,NORMAL4,NORMAL2,"(496, 512)",62.663578033447266,0.29811787605285645
25,NORMAL4,NORMAL7,"(496, 512)",62.668853759765625,0.29999470710754395
15,NORMAL4,NORMAL1,"(496, 512)",62.67621612548828,0.299044132232666
9,NORMAL4,AMD4,"(496, 512)",62.678707122802734,0.1791529655456543
23,NORMAL4,NORMAL5,"(496, 512)",62.680206298828125,0.3073251247406006
20,NORMAL4,NORMAL15,"(496, 512)",62.68924331665039,0.3000004291534424
22,NORMAL4,NORMAL3,"(496, 512)",62.69184112548828,0.3009788990020752
4,NORMAL4,AMD13,"(496, 512)",62.70137405395508,0.1859748363494873
5,NORMAL4,AMD14,"(496, 512)",62.7251091003418,0.3001291751861572
24,NORMAL4,NORMAL6,"(496, 512)",62.742156982421875,0.29900574684143066
6,NORMAL4,AMD15,"(496, 512)",62.794593811035156,0.20301246643066406
12,NORMAL4,AMD7,"(496, 512)",62.87568664550781,0.2959778308868408
3,NORMAL4,AMD12,"(496, 512)",62.8907470703125,0.17697787284851074
0,NORMAL4,AMD1,"(496, 512)",62.93660354614258,0.20697736740112305
7,NORMAL4,AMD2,"(496, 512)",62.97514724731445,0.20599651336669922
2,NORMAL4,AMD11,"(496, 512)",63.06724548339844,0.18204879760742188
8,NORMAL4,AMD3,"(496, 512)",63.09688949584961,0.2050004005432129
1,NORMAL4,AMD10,"(496, 512)",63.247467041015625,0.2990000247955322
