,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,9.822280406951904
1,AMD10,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,7.807092666625977
2,AMD11,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.818617343902588
3,AMD12,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,7.967568397521973
4,AMD13,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.5714285714285714,7.906579971313477
5,AMD14,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.847125768661499
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.94101619720459
7,AMD2,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.852575778961182
8,AMD3,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.2857142857142857,7.856662750244141
9,AMD4,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.976581335067749
10,AMD5,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.885106086730957
11,AMD6,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.833542346954346
12,AMD7,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,7.925140857696533
13,AMD8,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.962690353393555
14,AMD9,"3, 5, 7",0.5,0.6666666666666666,0.5,0.8,0.5,0.7142857142857143,7.918940544128418
15,DME1,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.14285714285714285,7.952563047409058
16,DME10,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.42857142857142855,7.849104404449463
17,DME11,"3, 5, 7",0.0,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,7.882485389709473
18,DME12,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.14285714285714285,7.965001344680786
19,DME13,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.2857142857142857,7.871000528335571
20,DME14,"3, 5, 7",0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,7.845005035400391
21,DME15,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.2857142857142857,7.94300651550293
22,DME2,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.2857142857142857,7.849652051925659
23,DME3,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,7.852653980255127
24,DME4,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.14285714285714285,7.9770119190216064
25,DME5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,8.01427173614502
26,DME6,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.2857142857142857,7.909553527832031
27,DME7,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.42857142857142855,7.870394706726074
28,DME8,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,7.945660591125488
29,DME9,"3, 5, 7",0.0,0.0,0.2,0.2,0.2,0.42857142857142855,7.936614513397217
30,Average MAP and MRR,"3, 5, 7",0.5055555555555556,0.4222222222222223,0.5588888888888889,0.45333333333333314,0.569206349206349,0.4714285714285716,238.98550009727478
