,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,AMD1,"3, 5, 7",0.5,0.3333333333333333,0.5,0.2,0.5,0.14285714285714285,9.89997386932373
1,AMD10,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.902998924255371
2,AMD11,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,7.832970380783081
3,AMD12,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.7142857142857143,7.932543516159058
4,AMD13,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.2857142857142857,7.832561254501343
5,AMD14,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,7.826512575149536
6,AMD15,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.948018312454224
7,AMD2,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.14285714285714285,7.84006667137146
8,AMD3,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.42857142857142855,7.86099648475647
9,AMD4,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.7142857142857143,7.947567939758301
10,AMD5,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,7.8696441650390625
11,AMD6,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,7.804155349731445
12,AMD7,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,7.94606351852417
13,AMD8,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,7.794625997543335
14,AMD9,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,7.825086355209351
15,DME1,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.5714285714285714,7.926194190979004
16,DME10,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.8571428571428571,7.837052583694458
17,DME11,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,7.8439695835113525
18,DME12,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.42857142857142855,7.884549140930176
19,DME13,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.42857142857142855,7.79757833480835
20,DME14,"3, 5, 7",0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,7.834508657455444
21,DME15,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.5714285714285714,7.954591512680054
22,DME2,"3, 5, 7",0.0,0.0,0.25,0.2,0.25,0.42857142857142855,7.837539434432983
23,DME3,"3, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,7.851970672607422
24,DME4,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.42857142857142855,7.926521062850952
25,DME5,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.42857142857142855,7.938572645187378
26,DME6,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.84700608253479
27,DME7,"3, 5, 7",0.0,0.0,0.0,0.0,0.16666666666666666,0.2857142857142857,7.858999252319336
28,DME8,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,7.933003664016724
29,DME9,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.42857142857142855,7.833088636398315
30,Average MAP and MRR,"3, 5, 7",0.6333333333333333,0.4555555555555556,0.6583333333333333,0.49333333333333335,0.6694444444444445,0.4857142857142858,238.16893076896667
