,query1,query2,size,siamese_distance
22,DME7,NORMAL4,"(496, 512)",62.37487030029297
15,DME7,NORMAL10,"(496, 512)",62.38253402709961
3,DME7,DME12,"(496, 512)",62.391807556152344
9,DME7,DME4,"(496, 512)",62.39931106567383
6,DME7,DME15,"(496, 512)",62.41194152832031
24,DME7,NORMAL6,"(496, 512)",62.416297912597656
10,DME7,DME5,"(496, 512)",62.421024322509766
11,DME7,DME6,"(496, 512)",62.42398452758789
21,DME7,NORMAL3,"(496, 512)",62.43566131591797
27,DME7,NORMAL9,"(496, 512)",62.46226119995117
26,DME7,NORMAL8,"(496, 512)",62.46334457397461
23,DME7,NORMAL5,"(496, 512)",62.464473724365234
13,DME7,DME9,"(496, 512)",62.46498489379883
25,DME7,NORMAL7,"(496, 512)",62.46549987792969
14,DME7,NORMAL1,"(496, 512)",62.47095489501953
19,DME7,NORMAL15,"(496, 512)",62.47182846069336
17,DME7,NORMAL13,"(496, 512)",62.47394943237305
16,DME7,NORMAL12,"(496, 512)",62.477203369140625
20,DME7,NORMAL2,"(496, 512)",62.48875427246094
18,DME7,NORMAL14,"(496, 512)",62.49199295043945
0,DME7,DME1,"(496, 512)",62.49873352050781
12,DME7,DME8,"(496, 512)",62.51381301879883
1,DME7,DME10,"(496, 512)",62.536827087402344
4,DME7,DME13,"(496, 512)",62.55152893066406
2,DME7,DME11,"(496, 512)",62.6333122253418
8,DME7,DME3,"(496, 512)",62.64472198486328
7,DME7,DME2,"(496, 512)",62.655208587646484
5,DME7,DME14,"(496, 512)",62.656070709228516
