,query1,query2,size,siamese_distance
22,DME6,NORMAL4,"(496, 512)",62.30488586425781
6,DME6,DME15,"(496, 512)",62.3470458984375
26,DME6,NORMAL8,"(496, 512)",62.376609802246094
3,DME6,DME12,"(496, 512)",62.37810134887695
17,DME6,NORMAL13,"(496, 512)",62.43938446044922
11,DME6,DME7,"(496, 512)",62.4456672668457
27,DME6,NORMAL9,"(496, 512)",62.45771408081055
10,DME6,DME5,"(496, 512)",62.462867736816406
12,DME6,DME8,"(496, 512)",62.5009651184082
0,DME6,DME1,"(496, 512)",62.512638092041016
19,DME6,NORMAL15,"(496, 512)",62.51504135131836
16,DME6,NORMAL12,"(496, 512)",62.52722930908203
18,DME6,NORMAL14,"(496, 512)",62.53972244262695
15,DME6,NORMAL10,"(496, 512)",62.54584503173828
23,DME6,NORMAL5,"(496, 512)",62.568511962890625
9,DME6,DME4,"(496, 512)",62.57294464111328
4,DME6,DME13,"(496, 512)",62.58325958251953
24,DME6,NORMAL6,"(496, 512)",62.589752197265625
20,DME6,NORMAL2,"(496, 512)",62.60039138793945
21,DME6,NORMAL3,"(496, 512)",62.642417907714844
5,DME6,DME14,"(496, 512)",62.64444351196289
25,DME6,NORMAL7,"(496, 512)",62.6456184387207
14,DME6,NORMAL1,"(496, 512)",62.65285873413086
7,DME6,DME2,"(496, 512)",62.67228698730469
13,DME6,DME9,"(496, 512)",62.72065734863281
8,DME6,DME3,"(496, 512)",62.87411117553711
1,DME6,DME10,"(496, 512)",62.9405517578125
2,DME6,DME11,"(496, 512)",62.946353912353516
