,query1,query2,size,siamese_distance
16,NORMAL6,NORMAL10,"(496, 512)",62.33414077758789
22,NORMAL6,NORMAL3,"(496, 512)",62.353450775146484
12,NORMAL6,DME7,"(496, 512)",62.382041931152344
10,NORMAL6,DME5,"(496, 512)",62.39072036743164
26,NORMAL6,NORMAL8,"(496, 512)",62.407508850097656
19,NORMAL6,NORMAL14,"(496, 512)",62.41905212402344
15,NORMAL6,NORMAL1,"(496, 512)",62.41957092285156
25,NORMAL6,NORMAL7,"(496, 512)",62.479915618896484
3,NORMAL6,DME12,"(496, 512)",62.48411560058594
21,NORMAL6,NORMAL2,"(496, 512)",62.491859436035156
17,NORMAL6,NORMAL12,"(496, 512)",62.49445724487305
20,NORMAL6,NORMAL15,"(496, 512)",62.49829864501953
18,NORMAL6,NORMAL13,"(496, 512)",62.52247619628906
0,NORMAL6,DME1,"(496, 512)",62.53512191772461
9,NORMAL6,DME4,"(496, 512)",62.54012680053711
24,NORMAL6,NORMAL5,"(496, 512)",62.57123565673828
27,NORMAL6,NORMAL9,"(496, 512)",62.58056640625
23,NORMAL6,NORMAL4,"(496, 512)",62.58528518676758
11,NORMAL6,DME6,"(496, 512)",62.589752197265625
7,NORMAL6,DME2,"(496, 512)",62.60170364379883
6,NORMAL6,DME15,"(496, 512)",62.607418060302734
13,NORMAL6,DME8,"(496, 512)",62.60759735107422
4,NORMAL6,DME13,"(496, 512)",62.63078308105469
5,NORMAL6,DME14,"(496, 512)",62.738948822021484
14,NORMAL6,DME9,"(496, 512)",62.794654846191406
8,NORMAL6,DME3,"(496, 512)",62.95415115356445
1,NORMAL6,DME10,"(496, 512)",63.040199279785156
2,NORMAL6,DME11,"(496, 512)",63.05824661254883
