,query1,query2,size,siamese_distance,time
19,NORMAL5,NORMAL14,"(496, 512)",62.38771438598633,0.30616044998168945
0,NORMAL5,DME1,"(496, 512)",62.396087646484375,0.29854726791381836
13,NORMAL5,DME8,"(496, 512)",62.42892074584961,0.26692652702331543
27,NORMAL5,NORMAL9,"(496, 512)",62.466407775878906,0.2971184253692627
18,NORMAL5,NORMAL13,"(496, 512)",62.48826217651367,0.3022780418395996
6,NORMAL5,DME15,"(496, 512)",62.4904670715332,0.244858980178833
12,NORMAL5,DME7,"(496, 512)",62.52041244506836,0.250011682510376
25,NORMAL5,NORMAL7,"(496, 512)",62.52848815917969,0.3126838207244873
21,NORMAL5,NORMAL2,"(496, 512)",62.52912902832031,0.3013432025909424
26,NORMAL5,NORMAL8,"(496, 512)",62.530372619628906,0.3026881217956543
23,NORMAL5,NORMAL4,"(496, 512)",62.5323600769043,0.3033151626586914
9,NORMAL5,DME4,"(496, 512)",62.532501220703125,0.3117079734802246
4,NORMAL5,DME13,"(496, 512)",62.54356002807617,0.25694751739501953
15,NORMAL5,NORMAL1,"(496, 512)",62.557037353515625,0.3016664981842041
20,NORMAL5,NORMAL15,"(496, 512)",62.56758499145508,0.30132198333740234
11,NORMAL5,DME6,"(496, 512)",62.568511962890625,0.3010430335998535
24,NORMAL5,NORMAL6,"(496, 512)",62.57123565673828,0.2908346652984619
22,NORMAL5,NORMAL3,"(496, 512)",62.585113525390625,0.3118762969970703
7,NORMAL5,DME2,"(496, 512)",62.604679107666016,0.296875
3,NORMAL5,DME12,"(496, 512)",62.61960983276367,0.2500121593475342
17,NORMAL5,NORMAL12,"(496, 512)",62.62874984741211,0.29825282096862793
16,NORMAL5,NORMAL10,"(496, 512)",62.641380310058594,0.30031490325927734
10,NORMAL5,DME5,"(496, 512)",62.64288330078125,0.29689764976501465
5,NORMAL5,DME14,"(496, 512)",62.706138610839844,0.2500193119049072
14,NORMAL5,DME9,"(496, 512)",62.70844650268555,0.2343747615814209
8,NORMAL5,DME3,"(496, 512)",62.89796447753906,0.30067873001098633
1,NORMAL5,DME10,"(496, 512)",62.92058181762695,0.19092750549316406
2,NORMAL5,DME11,"(496, 512)",62.984413146972656,0.25338220596313477
