,query image,k,reciprocal rank for k = 3,average precision for k = 3,reciprocal rank for k = 5,average precision for k = 5,reciprocal rank for k = 7,average precision for k = 7,time in seconds
0,DME1,"3, 5, 7",1.0,0.3333333333333333,1.0,0.2,1.0,0.2857142857142857,8.425967693328857
1,DME10,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,1.0,8.387765884399414
2,DME11,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,8.608551740646362
3,DME12,"3, 5, 7",0.5,0.6666666666666666,0.5,0.8,0.5,0.5714285714285714,8.339979410171509
4,DME13,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.5714285714285714,8.627721309661865
5,DME14,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.42857142857142855,8.433979034423828
6,DME15,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2857142857142857,8.371647119522095
7,DME2,"3, 5, 7",1.0,1.0,1.0,0.6,1.0,0.7142857142857143,8.402056455612183
8,DME3,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,0.8571428571428571,8.302200078964233
9,DME4,"3, 5, 7",0.0,0.0,0.0,0.0,0.0,0.0,8.41921329498291
10,DME5,"3, 5, 7",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.42857142857142855,8.432397842407227
11,DME6,"3, 5, 7",0.5,0.3333333333333333,0.5,0.4,0.5,0.42857142857142855,8.27625036239624
12,DME7,"3, 5, 7",0.0,0.0,0.25,0.4,0.25,0.2857142857142857,8.078322172164917
13,DME8,"3, 5, 7",1.0,0.6666666666666666,1.0,0.4,1.0,0.42857142857142855,8.068212509155273
14,DME9,"3, 5, 7",1.0,1.0,1.0,1.0,1.0,1.0,8.051443338394165
15,NORMAL1,"3, 5, 7",0.5,0.6666666666666666,0.5,0.6,0.5,0.7142857142857143,8.171381711959839
16,NORMAL10,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.7142857142857143,8.15675950050354
17,NORMAL12,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,8.19491958618164
18,NORMAL13,"3, 5, 7",1.0,0.6666666666666666,1.0,0.8,1.0,0.5714285714285714,8.173097372055054
19,NORMAL14,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.5714285714285714,8.098873138427734
20,NORMAL15,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.5714285714285714,8.190335035324097
21,NORMAL2,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,8.083455324172974
22,NORMAL3,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,8.190900802612305
23,NORMAL4,"3, 5, 7",0.5,0.3333333333333333,0.5,0.6,0.5,0.42857142857142855,8.243405818939209
24,NORMAL5,"3, 5, 7",1.0,0.3333333333333333,1.0,0.6,1.0,0.42857142857142855,8.144514322280884
25,NORMAL6,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.7142857142857143,8.041444063186646
26,NORMAL7,"3, 5, 7",1.0,1.0,1.0,0.8,1.0,0.8571428571428571,8.130774021148682
27,NORMAL8,"3, 5, 7",1.0,0.3333333333333333,1.0,0.4,1.0,0.2857142857142857,8.128997087478638
28,NORMAL9,"3, 5, 7",1.0,0.6666666666666666,1.0,0.6,1.0,0.5714285714285714,8.065424680709839
29,Average MAP and MRR,"3, 5, 7",0.7988505747126436,0.6091954022988505,0.807471264367816,0.6000000000000001,0.807471264367816,0.5714285714285714,239.23999071121216
