,query1,query2,size,siamese_distance
9,NORMAL1,DME4,"(496, 512)",62.317935943603516
21,NORMAL1,NORMAL3,"(496, 512)",62.334007263183594
25,NORMAL1,NORMAL7,"(496, 512)",62.342105865478516
12,NORMAL1,DME7,"(496, 512)",62.409305572509766
20,NORMAL1,NORMAL2,"(496, 512)",62.41054153442383
24,NORMAL1,NORMAL6,"(496, 512)",62.41957092285156
19,NORMAL1,NORMAL15,"(496, 512)",62.419925689697266
16,NORMAL1,NORMAL12,"(496, 512)",62.43071746826172
26,NORMAL1,NORMAL8,"(496, 512)",62.45792007446289
18,NORMAL1,NORMAL14,"(496, 512)",62.45981979370117
0,NORMAL1,DME1,"(496, 512)",62.45988464355469
10,NORMAL1,DME5,"(496, 512)",62.47369384765625
17,NORMAL1,NORMAL13,"(496, 512)",62.48639678955078
15,NORMAL1,NORMAL10,"(496, 512)",62.5145263671875
3,NORMAL1,DME12,"(496, 512)",62.5242919921875
13,NORMAL1,DME8,"(496, 512)",62.54372787475586
23,NORMAL1,NORMAL5,"(496, 512)",62.557037353515625
27,NORMAL1,NORMAL9,"(496, 512)",62.56283950805664
6,NORMAL1,DME15,"(496, 512)",62.59392547607422
22,NORMAL1,NORMAL4,"(496, 512)",62.630226135253906
11,NORMAL1,DME6,"(496, 512)",62.65285873413086
4,NORMAL1,DME13,"(496, 512)",62.676815032958984
7,NORMAL1,DME2,"(496, 512)",62.71818161010742
14,NORMAL1,DME9,"(496, 512)",62.83324432373047
5,NORMAL1,DME14,"(496, 512)",62.83491897583008
8,NORMAL1,DME3,"(496, 512)",62.991519927978516
1,NORMAL1,DME10,"(496, 512)",63.13907241821289
2,NORMAL1,DME11,"(496, 512)",63.16109848022461
